formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
03DD29:Skyrim.esm,Skyrim.esm,MS13FIN,The Golden Claw,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03E897:Skyrim.esm,Skyrim.esm,dunHillgrundsTombQST,Ancestral Worship,approved-owner,21,1,100,4,direct_mcp_review=ok; source=Skyrim.esm; stages=21; journal_stages=10; completion_stages=100; objectives=4,Owner-approved tagged outcome; cross-generation and promotion are pending.
03E8A5:Skyrim.esm,Skyrim.esm,CreatureDialogueMudcrab,CreatureDialogueMudcrab,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03ED82:Skyrim.esm,Skyrim.esm,dunValthumeQST,Evil in Waiting,approved-owner,12,4,60,5,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=3|15|50|60; completion_stages=60; objectives=5,Owner-approved tagged outcome; cross-generation and promotion are pending.
03EE50:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneTorstenHillevi,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EE5B:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneTorstenAval,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EE60:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneJoraNiranye,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EE77:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneTorbjornHillevi,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EE7B:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneTorbjornNiranye,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EE7D:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneTovaAval,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EFBA:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneLonelyGaleNiranye,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EFBC:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneNilsineHillevi,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03EFC1:Skyrim.esm,Skyrim.esm,DialogueWindhelmMarketSceneBrunwulfAval,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03F21B:Skyrim.esm,Skyrim.esm,DialogueMarkarthGuardIntros,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
03F46A:Skyrim.esm,Skyrim.esm,Favor018,Some Light Theft,approved-owner,5,0,,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2,Owner-approved under daily-cap repetition rule; direct QF decompile proves s20 transfers the stolen item to the quest giver then advances to cleanup s200.
03F4EC:Skyrim.esm,Skyrim.esm,Favor019,That Was Always There,approved-owner,6,0,20,2,direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=20; objectives=2,Owner-approved under daily-cap repetition rule; direct QUST/QF evidence maps s20 to the requested plant-and-report completion while the alternate s17 route stays unrowed.
03FA16:Skyrim.esm,Skyrim.esm,MQPaarthurnax,Paarthurnax,approved-existing,7,2,100,2,direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=20|50; completion_stages=100; objectives=2,Existing core/PatchHub ownership; direct QUST readback reconfirmed the row-bearing quest.
03FA17:Skyrim.esm,Skyrim.esm,DA14Start,,approved-owner,7,0,70,1,direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=none; completion_stages=70; objectives=1,Owner-approved tagged outcome; cross-generation and promotion are pending.
03FA89:Skyrim.esm,Skyrim.esm,dunDarklightQST,Repentance,approved-owner,19,3,40|50,2,direct_mcp_review=ok; source=Skyrim.esm; stages=19; journal_stages=10|20|40; completion_stages=40|50; objectives=2,Owner-approved tagged outcome; cross-generation and promotion are pending.
0403B0:Skyrim.esm,Skyrim.esm,Favor001,Delivery,semantic-silent,4,0,20,1,direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=20; objectives=1,
040B56:Skyrim.esm,Skyrim.esm,ArenaCombatQuest01Skeevers,,semantic-silent,3,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,
0414FF:Skyrim.esm,Skyrim.esm,DialogueMorthalInitialScene,,structural-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
041F91:Skyrim.esm,Skyrim.esm,FreeformRiften11,Caught Red Handed,approved-owner,9,0,,5,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=none; completion_stages=none; objectives=5,Direct QF decompile proves s200 is the shared final reward after confronting Haelga with the three Marks; expose_betray_secret captures the invariant exposure without judging how each Mark was obtained.
041FD2:Skyrim.esm,Skyrim.esm,FreeformRiften12,Helping Hand,approved-owner,5,0,,1,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,Owner-approved tagged outcome; cross-generation and promotion are pending.
0427A0:Skyrim.esm,Skyrim.esm,dunDA14MorvunskarQST,,semantic-silent,5,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0,
042868:Skyrim.esm,Skyrim.esm,MS05Start,,structural-silent,3,0,,1,direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1,
0434A3:Skyrim.esm,Skyrim.esm,dunYngolBarrowQST,Yngol's Barrow,semantic-silent,5,0,,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2,
043A0E:Skyrim.esm,Skyrim.esm,DialogueCidhnaMineBraigDuach01,DialogueCidhnaMineBraigDuach01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043A12:Skyrim.esm,Skyrim.esm,DialogueCidhnaMineDuachOdvan01,DialogueCidhnaMineDuachOdvan01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043A14:Skyrim.esm,Skyrim.esm,DialogueCidhnaMineDuachBraig01,DialogueCidhnaMineDuachBraig01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043A16:Skyrim.esm,Skyrim.esm,DialogueCidhnaMineDuachOdvan02,DialogueCidhnaMineDuachOdvan02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043BAB:Skyrim.esm,Skyrim.esm,dunShipwreck04QST,Trius' Trinket,approved-owner,7,2,100,2,direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=10|100; completion_stages=100; objectives=2,Owner-approved tagged outcome; cross-generation and promotion are pending.
043D23:Skyrim.esm,Skyrim.esm,DialogueLoreiusFarm,DialogueLoreiusFarm,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043D2F:Skyrim.esm,Skyrim.esm,DialogueAngasMill,DialogueAngasMill,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043D34:Skyrim.esm,Skyrim.esm,DialogueLoreiusFarmOutsideScene01,DialogueLoreiusFarmOutsideScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043D36:Skyrim.esm,Skyrim.esm,DialogueLoreiusFarmOutsideScene02,DialogueLoreiusFarmOutsideScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
043E1A:Skyrim.esm,Skyrim.esm,FreeformRiften13,Pilgrimage,approved-owner,5,0,,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2,Owner-approved tagged outcome; cross-generation and promotion are pending.
043E25:Skyrim.esm,Skyrim.esm,FreeformRiften14,Hunt and Gather,approved-owner,8,0,,4,direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=none; completion_stages=none; objectives=4,Direct INFO/TIF and official QF fragments prove s200 follows return of all three requested items and the paid reward; one-shot retrieval labor is safe at the exact terminal.
0443A7:Skyrim.esm,Skyrim.esm,DialogueMorthalThaumaturgistHut01,Morthal Thaumaturgist's Hut Scene 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
0443F4:Skyrim.esm,Skyrim.esm,dunHighGateRuinsQST,A Scroll For Anska,approved-owner,9,5,100,3,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=10|20|90|100|150; completion_stages=100; objectives=3,Owner-approved tagged outcome; cross-generation and promotion are pending.
04463E:Skyrim.esm,Skyrim.esm,DialogueAngasMillKodrirLeifur02,DialogueAngasMillKodrirLeifur02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044640:Skyrim.esm,Skyrim.esm,DialogueAngasMillKodrirLeifur01,DialogueAngasMillKodrirLeifur01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044834:Skyrim.esm,Skyrim.esm,DialogueMorthalThaumaturgistHut02,Morthal Thaumaturgist's Hut Scene 2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044836:Skyrim.esm,Skyrim.esm,DialogueMorthalThaumaturgistHut03,Morthal Thaumaturgist's Hut Scene 3,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044838:Skyrim.esm,Skyrim.esm,DialogueMorthalFalionsHouseScene01,Morthal Falion's House Scene 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
04483B:Skyrim.esm,Skyrim.esm,DialogueMorthalFalionsHouseScene02,Morthal Falion's House Scene 2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
04483D:Skyrim.esm,Skyrim.esm,DialogueMorthalFalionsHouseScene03,Morthal Falion's House Scene 3,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
04483F:Skyrim.esm,Skyrim.esm,DialogueMorthalAlvasHouseScene01,Morthal Alva's House Scene 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044841:Skyrim.esm,Skyrim.esm,DialogueMorthalMoorsideScene01,Morthal Moorside Jonna Lurbuk,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044843:Skyrim.esm,Skyrim.esm,DialogueMorthalMoorsideScene02,Morthal Moorside Jonna Lurbuk,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044845:Skyrim.esm,Skyrim.esm,DialogueMorthalMoorsideScene03,Morthal Moorside Gorm Benor,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044847:Skyrim.esm,Skyrim.esm,DialogueMorthalMoorsideScene04,Morthal Moorside Jonna Alva,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044D1F:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene01,Bee and Barb Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044D21:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene02,Bee and Barb Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044D23:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene03,Bee and Barb Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
044D25:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene04,Bee and Barb Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
045486:Skyrim.esm,Skyrim.esm,DialogueRiverwood_Revised,Riverwood dialogue,structural-silent,3,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,
04580E:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene05,Bee and Barb Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
045923:Skyrim.esm,Skyrim.esm,MQ302,Season Unending,approved-existing,53,2,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=53; journal_stages=10|15; completion_stages=none; objectives=0,Existing core/PatchHub ownership; direct QUST readback reconfirmed the row-bearing quest.
046B2B:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene06,Bee and Barb Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B2D:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene07,Bee and Barb Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B2F:Skyrim.esm,Skyrim.esm,DialogueRiftenBlackBriarMeaderyScene01,Black Briar Meadery Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B31:Skyrim.esm,Skyrim.esm,DialogueRiftenBlackBriarMeaderyScene02,Black Briar Meadery Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B33:Skyrim.esm,Skyrim.esm,DialogueRiftenBlackBriarMeaderyScene03,Black Briar Meadery Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B35:Skyrim.esm,Skyrim.esm,DialogueRiftenPawnedPrawnScene01,Pawned Prawn Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B37:Skyrim.esm,Skyrim.esm,DialogueRiftenPawnedPrawnScene02,Pawned Prawn Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B39:Skyrim.esm,Skyrim.esm,DialogueRiftenBlackBriarManorScene01,Black Briar Manor Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B3B:Skyrim.esm,Skyrim.esm,DialogueRiftenBlackBriarManorScene02,Black Briar Manor Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B3D:Skyrim.esm,Skyrim.esm,DialogueRiftenTempleofMaraScene01,Temple of Mara Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B3F:Skyrim.esm,Skyrim.esm,DialogueRiftenTempleofMaraScene02,Temple of Mara Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B41:Skyrim.esm,Skyrim.esm,DialogueRiftenSnowShodHouseScene01,Snow Shod House Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B43:Skyrim.esm,Skyrim.esm,DialogueRiftenSnowShodHouseScene02,Snow Shod House Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B45:Skyrim.esm,Skyrim.esm,DialogueRiftenSnowShodHouseScene03,Snow Shod House Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B47:Skyrim.esm,Skyrim.esm,DialogueRiftenHaelgasBunkhouseScene01,Haelga's Bunkhouse Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B49:Skyrim.esm,Skyrim.esm,DialogueRiftenHaelgasBunkhouseScene02,Haelga's Bunkhouse Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B4B:Skyrim.esm,Skyrim.esm,DialogueRiftenHaelgasBunkhouseScene03,Haelga's Bunkhouse Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B4D:Skyrim.esm,Skyrim.esm,DialogueRiftenHaelgasBunkhouseScene04,Haelga's Bunkhouse Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B4F:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene08,Bee and Barb Scene 08,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B51:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene09,Bee and Barb Scene 09,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B53:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene10,Bee and Barb Scene 10,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B55:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene11,Bee and Barb Scene 11,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B57:Skyrim.esm,Skyrim.esm,DialogueRiftenBeeAndBarbScene12,Bee and Barb Scene 12,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B59:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene01,Grand Plaza Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B5B:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene02,Grand Plaza Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B5D:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene03,Grand Plaza Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B5F:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene04,Grand Plaza Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B61:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene05,Grand Plaza Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B63:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene06,Grand Plaza Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B65:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene07,Grand Plaza Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B67:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene08,Grand Plaza Scene 08,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B69:Skyrim.esm,Skyrim.esm,DialogueRiftenGrandPlazaScene09,Grand Plaza Scene 09,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B6B:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene01,Riften Keep Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B6D:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene02,Riften Keep Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B6F:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene03,Riften Keep Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B71:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene04,Riften Keep Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B73:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene05,Riften Keep Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B75:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene06,Riften Keep Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B77:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene07,Riften Keep Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B79:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene08,Riften Keep Scene 08,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B7B:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene09,Riften Keep Scene 09,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B7D:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene10,Riften Keep Scene 10,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046B8E:Skyrim.esm,Skyrim.esm,MQCallDragon,,semantic-silent,4,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,
046D96:Skyrim.esm,Skyrim.esm,DialogueRiftenMjollHouseScene01,Mjoll's House Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046D98:Skyrim.esm,Skyrim.esm,DialogueRiftenMjollHouseScene02,Mjoll's House Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046D9A:Skyrim.esm,Skyrim.esm,DialogueRiftenRaggedFlagonScene01,Ragged Flagon Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046D9C:Skyrim.esm,Skyrim.esm,DialogueRiftenRaggedFlagonScene02,Ragged Flagon Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046D9E:Skyrim.esm,Skyrim.esm,DialogueRiftenFisheryScene01,Riften Fishery Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DA0:Skyrim.esm,Skyrim.esm,DialogueRiftenFisheryScene02,Riften Fishery Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DA3:Skyrim.esm,Skyrim.esm,DialogueRiftenFisheryScene03,Riften Fishery Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DA5:Skyrim.esm,Skyrim.esm,DialogueRiftenFisheryScene04,Riften Fishery Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DA7:Skyrim.esm,Skyrim.esm,DialogueRiftenKeepScene11,Riften Keep Scene 11,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DA9:Skyrim.esm,Skyrim.esm,DialogueRiftenElgrimsElixirsScene01,Elgrim's Elixir's Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046DAB:Skyrim.esm,Skyrim.esm,DialogueRiftenElgrimsElixirsScene02,Elgrim's Elixir's Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046ED0:Skyrim.esm,Skyrim.esm,CreatureDialogueDragonPriest,CreatureDialogueDragonPriest,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
046EF0:Skyrim.esm,Skyrim.esm,MQ303,The World-Eater's Eyrie,approved-existing,20,3,300,4,direct_mcp_review=ok; source=Skyrim.esm; stages=20; journal_stages=10|100|300; completion_stages=300; objectives=4,Existing core/PatchHub ownership; direct QUST readback reconfirmed the row-bearing quest.
