formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
Dragonborn.esm:01CAF1,Dragonborn.esm,DLC2SV02,A New Source of Stalhrim,candidate-and-unsafe-existing,9,4,200,4,direct_mcp_review=ok; source=Dragonborn.esm; stages=9; journal_stages=10|20|30|200; completion_stages=200; objectives=4,"unsafe_existing=generic wild/struggle fan-out is unsupported; direct terminal proves Thalmor rescue, defiance, and Skaal service."
Dragonborn.esm:01CDE1,Dragonborn.esm,DLC2TTR4b,Experimental Subject,candidate-proposed,5,0,200|300,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200|300; objectives=1,Direct one-shot player act proposed for owner review.
Dragonborn.esm:01D4CD,Dragonborn.esm,DLC2dunNchardakReset,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01D8D1,Dragonborn.esm,DLC2TTR3b,Wind and Sand,unsafe-existing-mapping,3,3,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100|200|300; completion_stages=300; objectives=2,unsafe_existing=disciplined_study attributes Neloth's research to the player; alias-dungeon retrieval should be silent.
Dragonborn.esm:01D98F,Dragonborn.esm,DLC2MH01PostQuest,(absent),structural-silent,3,0,100,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=100; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01E169,Dragonborn.esm,DLC2SV02Misc,(absent),semantic-silent-radiant-or-template,3,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:01F13B,Dragonborn.esm,DLC2TTR8,Hunting and Gathering,semantic-silent-radiant-or-template,4,0,100,6,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=100; objectives=6,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:01F17A,Dragonborn.esm,CreatureDialogueScribx,CreatureDialogueScribx,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F909,Dragonborn.esm,DLC2TelMithrynVaronaElyneaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F90B,Dragonborn.esm,DLC2TelMithrynVaronaElyneaScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F90D,Dragonborn.esm,DLC2TelMithrynVaronaUlvesScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F90E,Dragonborn.esm,DLC2TelMithrynVaronaUlvesScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F913,Dragonborn.esm,DLC2TelMithrynVaronaNelothScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F915,Dragonborn.esm,DLC2TelMithrynVaronaNelothScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F917,Dragonborn.esm,DLC2TelMithrynVaronaTalvasScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F919,Dragonborn.esm,DLC2TelMithrynVaronaTalvasScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F980,Dragonborn.esm,DLC2WE01,Hunters chasing,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F981,Dragonborn.esm,DLC2WE02,Animals attacking bandit,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F989,Dragonborn.esm,DLC2WE03,Hunter and Dog in the Wilderness,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F98C,Dragonborn.esm,DLC2WE04,Ice Wraiths Fighting Bandits,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01F9E6,Dragonborn.esm,DLC2dunFrostmoonQST,(absent),structural-silent,9,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=9; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0200D8,Dragonborn.esm,DLC2SoulSteal,Miraak Steals a Dragon Soul,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:020768,Dragonborn.esm,CreatureDialogueFishman,CreatureDialogueFishman,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0208CC,Dragonborn.esm,DLC2ThirskRieklingSpawner,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0208DA,Dragonborn.esm,DLC2MH02PostQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0209AE,Dragonborn.esm,DLC2WB01,Filial Bonds,candidate-and-unsafe-existing,7,4,100|205,3,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=10|15|100|205; completion_stages=100|205; objectives=3,unsafe_existing=prove_by_struggle is generic; direct terminal supports giving Wulf closure and honoring his brother.
Dragonborn.esm:020A1C,Dragonborn.esm,DLC2RR03Intro,An Axe to Find,ambiguous-inert,5,0,200,3,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200; objectives=3,direct objectives expose return-versus-lie branches but QUST/VMAD does not map the lie to a distinct stage; leave inert.
Dragonborn.esm:020FBE,Dragonborn.esm,DLC2WE00,WE Template,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:020FC0,Dragonborn.esm,DLC2WE05,Gift of flight,structural-silent,4,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214CC,Dragonborn.esm,DLC2SVBaldorMorwenScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214CE,Dragonborn.esm,DLC2SVBaldorMorwenScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214D0,Dragonborn.esm,DLC2SVBaldorMorwenScene03,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214D2,Dragonborn.esm,DLC2SVOslafFinnaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214D4,Dragonborn.esm,DLC2SVOslafFinnaScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214D6,Dragonborn.esm,DLC2SVDeorWulfScene03,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214D8,Dragonborn.esm,DLC2SVDeorYrsaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0214DA,Dragonborn.esm,DLC2SVDeorYrsaScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:024002,Dragonborn.esm,DLC2dunHaknirTreasureQST,Deathbrand,candidate-proposed,21,7,,4,direct_mcp_review=ok; source=Dragonborn.esm; stages=21; journal_stages=29|30|31|70|80|90|100; completion_stages=none; objectives=4,Direct one-shot player act proposed for owner review.
Dragonborn.esm:024137,Dragonborn.esm,DLC2DialogueThirskMeadHallAfterRieklings,Thirsk Mead Hall Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0247F8,Dragonborn.esm,DLC2dunKarstaagQST,(absent),candidate-proposed,7,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0,meaningful zero-journal boss quest; direct battle-controller VMAD identifies s250 but requires RUNTIME-VERIFY.
Dragonborn.esm:024C30,Dragonborn.esm,CreatureDialogueNetch,CreatureDialogueNetch,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:024C3F,Dragonborn.esm,CreatureDialogueBristleback,CreatureDialogueFishman,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:024CAC,Dragonborn.esm,DLC2DialogueBandits,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:024DDE,Dragonborn.esm,DLC2RRFavor01,Recipe for Distraction,candidate-proposed,4,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:024DE7,Dragonborn.esm,DLC2RRFavor02,Fetch the Netch,candidate-proposed,4,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:024DFC,Dragonborn.esm,DLC2RRFavor03,Clean Sweep,candidate-proposed,5,0,,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:024E04,Dragonborn.esm,DLC2RRFavor04,It's All In The Taste,candidate-proposed,5,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:024FA8,Dragonborn.esm,DLC2RRFavor05,Pain in the Necklace,semantic-silent-radiant-or-template,4,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:024FAD,Dragonborn.esm,DLC2RRFavor06,Feeding the Addiction,candidate-needs-tag,5,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200; objectives=2,NEEDS-TAG: enable_addiction; direct objectives and s200 VMAD prove persuading the innkeeper to admit Bralsa.
Dragonborn.esm:0251F3,Dragonborn.esm,DLC2MHElmusKuvarScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0251F5,Dragonborn.esm,DLC2MHElmusKuvarScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0251F7,Dragonborn.esm,DLC2MHBujoldElmusScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0251F9,Dragonborn.esm,DLC2MHKuvarHilundScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0251FC,Dragonborn.esm,DLC2MHBujoldElmusReclaimScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0251FE,Dragonborn.esm,DLC2MHBujoldHilundReclaimScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025200,Dragonborn.esm,DLC2MHBujoldKuvarReclaimScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025202,Dragonborn.esm,DLC2MHBujoldKuvarReclaimScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025204,Dragonborn.esm,DLC2MHBujoldKuvarReclaimScene03,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025208,Dragonborn.esm,DLC2MHKuvarHilundReclaimScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02520A,Dragonborn.esm,DLC2MHElmusKuvarReclaimScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025813,Dragonborn.esm,DLC2RRAnyLocScene13,Raven Rock Any Location Scene 13,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025815,Dragonborn.esm,DLC2RRAnyLocScene14,Raven Rock Any Location Scene 14,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025817,Dragonborn.esm,DLC2RRAnyLocScene16,Raven Rock Any Location Scene 16,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025819,Dragonborn.esm,DLC2RRAnyLocScene17,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02581B,Dragonborn.esm,DLC2RRTempleScene04,Raven Rock Temple Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:025ACC,Dragonborn.esm,DLC2RRTempleScene05,Raven Rock Elder Othreloth Preaching Scene,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:026242,Dragonborn.esm,DLC2MQ00,(absent),structural-silent,7,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02648D,Dragonborn.esm,DLC2BlackBookRewards,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02667E,Dragonborn.esm,DLC2dunKolbjornMiscQST,Kolbjorn Barrow Misc Objectives,semantic-silent-radiant-or-template,3,0,,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=2,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:0271E5,Dragonborn.esm,DLC2DialogueRavenRockRumors,Raven Rock Rumors,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:027282,Dragonborn.esm,DLC2BloodskalBladeQST,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0277E8,Dragonborn.esm,DLC2dunKolbjornPhase1TrackingQST,Kolbjorn Barrow Phase 1 Tracking,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0277E9,Dragonborn.esm,DLC2dunKolbjornPhase2TrackingQST,Kolbjorn Barrow Phase 2 Tracking,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0277EA,Dragonborn.esm,DLC2dunKolbjornPhase3TrackingQST,Kolbjorn Barrow Phase 1 Tracking,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:027826,Dragonborn.esm,DLC2WaterStoneSailAwayQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02782F,Dragonborn.esm,DLC2DialogueWaterStone,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:027A14,Dragonborn.esm,DLC2WE06,Black Book,semantic-silent-radiant-or-template,7,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:027E15,Dragonborn.esm,DLC2SV02AncarionMerchant,(absent),semantic-silent,2,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:027E92,Dragonborn.esm,DLC2WE07,Werebears,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:027E9D,Dragonborn.esm,DLC2WE08,Morag Tong Competition,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:027EC7,Dragonborn.esm,DLC2_dunMQ02,(absent),structural-silent,24,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=24; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:028664,Dragonborn.esm,DLC2PillarDestroyed,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02871F,Dragonborn.esm,DLC2MQ05SkaalSceneFiller,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:029EFF,Dragonborn.esm,DLC2dunInstrumentalQST,(absent),structural-silent,7,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02A86C,Dragonborn.esm,DLC2dunTT2,(absent),structural-silent,8,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=8; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02AD26,Dragonborn.esm,DLC2TGQuest,Paid in Full,candidate-proposed,4,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:02ADDA,Dragonborn.esm,DLC2RRArrivalScene,Raven Rock Arrival Scene,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02B992,Dragonborn.esm,DLC2RRNetchScene08,Raven Rock Netch Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02B994,Dragonborn.esm,DLC2RRNetchScene09,Raven Rock Netch Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02B997,Dragonborn.esm,DLC2RRNetchScene10,Raven Rock Netch Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02BA40,Dragonborn.esm,DLC2DialogueGenericUniqueVoices,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02BAB0,Dragonborn.esm,DLC2MHMisc,Thirsk Rumors,semantic-silent-radiant-or-template,2,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:02BAC6,Dragonborn.esm,DLC2RRFavor07,First Edition,candidate-needs-tag,5,0,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200; objectives=2,NEEDS-TAG: recover_lost_keepsake; direct objectives and s200 VMAD prove returning a folio lost in a shipwreck.
Dragonborn.esm:02BC66,Dragonborn.esm,DLC2Services,DLC2 Generic Services Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02C05D,Dragonborn.esm,DLC2DialogueSkaalVillage2,Skaal Village Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02C05E,Dragonborn.esm,DLC2DialogueSkaalVillageGeneric,Skaal Village Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02C0A5,Dragonborn.esm,DLC2DialogueCrimeGuards,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
