"formid","source_plugin","editor_id","quest_name","classification","stage_count","journal_stage_count","completion_stages","objective_count","evidence_summary","notes"
"Skyrim.esm:0BC3E0","Skyrim.esm","MQ201PartyScene1ElenwenAndGuest","MQ201 Party Scene 1","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC3FD","Skyrim.esm","MQ201PartyScene2JarlAndJarl","MQ201 Party Scene 2","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC5AA","Skyrim.esm","WERJ05","Blood Horker Revenge","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC5BD","Skyrim.esm","WERJ06","Drinking Companions","semantic-silent-radiant-or-template","7","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC8B6","Skyrim.esm","DB01MiscObjective","","semantic-silent-radiant-or-template","4","0","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=200; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0BC8B7","Skyrim.esm","DB01Objective","","semantic-silent-radiant-or-template","4","0","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=200; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0BCC94","Skyrim.esm","HirelingQuest","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD750","Skyrim.esm","WEDL10","Spriggan vs Lumberjacks","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD753","Skyrim.esm","WEDL12","Bitten by a vampire","semantic-silent-radiant-or-template","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD757","Skyrim.esm","WEDL13","Looking to join Imperials","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD758","Skyrim.esm","WEDL14","Looking to join Stormcloaks","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD77F","Skyrim.esm","BQ02","Bounty: Forsworn","candidate-proposed","4","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=3; deep_read=vmad-info-ok","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0BD788","Skyrim.esm","BQShared","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BD78C","Skyrim.esm","BQ03","Bounty: Giant","candidate-proposed","4","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=3; deep_read=vmad-info-ok","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0BE159","Skyrim.esm","BardSongStarter","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BED92","Skyrim.esm","WEJS14","DA13 Hook, Afflicted Refugee Headed to High Rock","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BEDAF","Skyrim.esm","WEJS15","DA13- Afflicted Refugees Attack the Player","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BEDEC","Skyrim.esm","Da13Intro","","semantic-silent","3","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0BF20F","Skyrim.esm","FavorJobsChopWood","Chop Wood","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BF25B","Skyrim.esm","MQ201PartyScene3GuestAndGuest","MQ201 Party Scene 3","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BF31C","Skyrim.esm","WERJ07","Vampire Trick","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BFB2C","Skyrim.esm","CreatureDialogueSkeleton","CreatureDialogueSkeleton","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BFB61","Skyrim.esm","WEDL01b","Bard at attacked by bandits","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C02F0","Skyrim.esm","DialogueWhiterunIrilethProventus1","Whiterun Irileth Proventus Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C02F2","Skyrim.esm","DialogueWhiterunIrilethBalgruuf1","Whiterun Irileth Balgruuf Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C02F4","Skyrim.esm","DialogueWhiterunProventusBalgruuf1","Whiterun Proventus Balgruuf 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C0416","Skyrim.esm","MGRAppBrelyna01","Brelyna's Practice","candidate-proposed","5","2","200|F:255","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=20|200; completion_stages=200|F:255; objectives=2; deep_read=not-needed",""
"Skyrim.esm:0C04BA","Skyrim.esm","FreeformValdDebt","Vald's Debt","candidate-proposed","6","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=3; deep_read=vmad-info-ok",""
"Skyrim.esm:0C06E3","Skyrim.esm","DialogueWhiterunHrongarBalgruuf1","Whiterun Irileth Balgruuf Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C06E5","Skyrim.esm","DialogueWhiterunHrongarProventus1","Whiterun Irileth Balgruuf Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C07C1","Skyrim.esm","dunNorthwatchKeepQST","","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C1796","Skyrim.esm","DialogueWhiterunDagnyFrothar1","Whiterun Irileth Balgruuf Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C18E1","Skyrim.esm","CR06","Family Heirloom","candidate-proposed","7","2","200|F:250","2","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=10|20; completion_stages=200|F:250; objectives=2; deep_read=not-needed","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0C19A8","Skyrim.esm","DialogueRiftenSS02","Riften Scripted Scene Bridge","semantic-silent-radiant-or-template","3","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=200; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C19F8","Skyrim.esm","dunBloodletThroneQST","","semantic-silent","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C1A1D","Skyrim.esm","WERJ09","Vampire Attack","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C1A1F","Skyrim.esm","WERJ10","Companions Hunting (Vilkas and Ria)","semantic-silent-radiant-or-template","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C1ACC","Skyrim.esm","dunRebelsCairnQST","","candidate-proposed","6","0","","2","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=2; deep_read=vmad-info-ok","Positional terminal; verify the exact post-battle route."
"Skyrim.esm:0C1E07","Skyrim.esm","FreeformRiften22","Stabilized","candidate-proposed","5","0","","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2; deep_read=vmad-info-ok",""
"Skyrim.esm:0C1E72","Skyrim.esm","MGR30","Aftershock","candidate-proposed","4","3","200|201","2","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=10|20|200; completion_stages=200|201; objectives=2; deep_read=not-needed","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0C349B","Skyrim.esm","CW01AOutfitImperial","Get Outfitted","semantic-silent","5","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0C3709","Skyrim.esm","dunNchuandZelQst","The Lost Expedition","candidate-proposed","8","5","110|F:200","6","direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=10|20|50|100|110; completion_stages=110|F:200; objectives=6; deep_read=not-needed",""
"Skyrim.esm:0C4B19","Skyrim.esm","MS10PostQuest","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C5940","Skyrim.esm","T01Intro","","semantic-silent","2","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0C6020","Skyrim.esm","DB11_dunKatariahQST","","semantic-silent","7","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C62A8","Skyrim.esm","CWThreatCombatBarks","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C6E33","Skyrim.esm","DialogueWhiterunHrongarProventus2","Whiterun Irileth Balgruuf Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C72EB","Skyrim.esm","TGKeyHandler","Thieves Guild Skeleton Key Handler","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7919","Skyrim.esm","WIGreeting","","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7CF5","Skyrim.esm","DialogueSolitudeMarketplaceJawananJalaScene","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7CFD","Skyrim.esm","DialogueSolitudeStreetVivienneLisetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D04","Skyrim.esm","DialogueSolitudeStreetVivienneLisetteScene2","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D06","Skyrim.esm","DialogueSolitudeStreetVivienneLisetteScene3","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D10","Skyrim.esm","DialogueSolitudeMarketplaceJawananEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D15","Skyrim.esm","DialogueSolitudeMarketplaceAtAfAlanJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D17","Skyrim.esm","DialogueSolitudeMarketplaceRorlundJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D1A","Skyrim.esm","DialogueSolitudeMarketplaceIlldiJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7D1C","Skyrim.esm","SolitudeFreeform02","Fit for a Jarl","candidate-proposed","5","0","","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2; deep_read=vmad-info-ok",""
"Skyrim.esm:0C7D42","Skyrim.esm","SolitudeFreeform03","Return to Grace","candidate-proposed","6","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=3; deep_read=vmad-info-ok",""
"Skyrim.esm:0C7F4B","Skyrim.esm","DialogueSolitudeMarketplaceSilanaJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F4D","Skyrim.esm","DialogueSolitudeMarketplaceSorexJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F4F","Skyrim.esm","DialogueSolitudeMarketplaceAiaJalaScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F51","Skyrim.esm","DialogueSolitudeStreetUnaLisetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F53","Skyrim.esm","DialogueSolitudeStreetUnaJornScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F55","Skyrim.esm","DialogueSolitudeStreetOdarJornScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C7F58","Skyrim.esm","DialogueSolitudeStreetOdarJawananScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C97D9","Skyrim.esm","C00GiantAttack","","semantic-silent","6","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C99EF","Skyrim.esm","TG00MiscHandler","TG00 Misc Handler","semantic-silent-radiant-or-template","2","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0C9A0E","Skyrim.esm","MGRejoinQuest","Rejoining the College","candidate-proposed","6","5","200","4","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=5|10|20|30|200; completion_stages=200; objectives=4; deep_read=not-needed",""
"Skyrim.esm:0C9AF5","Skyrim.esm","CreatureDialogueHagraven","CreatureDialogueHagraven","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B92","Skyrim.esm","DialogueSolitudeMarketplaceAtAfAlanEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B94","Skyrim.esm","DialogueSolitudeMarketplaceRorlundEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B96","Skyrim.esm","DialogueSolitudeMarketplaceIlldiEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B98","Skyrim.esm","DialogueSolitudeMarketplaceSilanaEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B9A","Skyrim.esm","DialogueSolitudeMarketplaceSorexEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9B9D","Skyrim.esm","DialogueSolitudeMarketplaceAtAfAlanAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0C9BA0","Skyrim.esm","NN01","A Return To Your Roots","candidate-proposed","4","3","200","3","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=15|20|200; completion_stages=200; objectives=3; deep_read=not-needed",""
"Skyrim.esm:0C9F08","Skyrim.esm","MGMainQuestBridge","","semantic-silent-radiant-or-template","5","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=200; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CA209","Skyrim.esm","Favor013","A Few Words with You","candidate-proposed","5","0","20","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2; deep_read=not-needed","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0CA210","Skyrim.esm","Favor017","Fight! Fight!","semantic-silent-radiant-or-template","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CA439","Skyrim.esm","Favor110","Rare Gifts","candidate-proposed","4","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=1; deep_read=vmad-info-ok","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0CAB3C","Skyrim.esm","dunArcherQST","","semantic-silent","25","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=25; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CB1CB","Skyrim.esm","CWJarlThanks","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CBA9A","Skyrim.esm","BQ04","Bounty: Dragon","candidate-proposed","4","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=3; deep_read=vmad-info-ok","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0CC794","Skyrim.esm","T02PostQuest","","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CD13F","Skyrim.esm","CidhnaMineJailEventScene","","semantic-silent","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CD15A","Skyrim.esm","DialogueMarkarthIntroArnleifandSonsScene","DialogueMarkarthIntroArnleifandSonsScene","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CD851","Skyrim.esm","DialogueSolitudeBitsXanderSaymaScene1","Xander shopping Bits and Pieces","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CD882","Skyrim.esm","FreeformWindhelmA","Delivery","candidate-proposed","3","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1; deep_read=vmad-info-ok",""
"Skyrim.esm:0CD987","Skyrim.esm","MGRitual04","Restoration Ritual Spell","candidate-proposed","5","2","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0CDB56","Skyrim.esm","DialogueSolitudeRaimentXanderTaarieScene1","Xander shopping Clothes","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CDB58","Skyrim.esm","DialogueSolitudeRaimentXanderAngelineScene1","Xander shopping Apothecary","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0CF915","Skyrim.esm","dunFrostmereCryptQST","The Pale Lady","candidate-proposed","28","6","","4","direct_mcp_review=ok; source=Skyrim.esm; stages=28; journal_stages=1|7|8|9|90|91; completion_stages=none; objectives=4; deep_read=vmad-info-ok",""
"Skyrim.esm:0D0536","Skyrim.esm","DialogueSolitudeMarketplaceIlldiAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D0538","Skyrim.esm","DialogueSolitudeMarketplaceJawananAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D053A","Skyrim.esm","DialogueSolitudeMarketplaceRorlundAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D053B","Skyrim.esm","DialogueSolitudeMarketplaceAiaAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D053E","Skyrim.esm","DialogueSolitudeMarketplaceSilanaAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D0540","Skyrim.esm","DialogueSolitudeMarketplaceSorexAdvarScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D0543","Skyrim.esm","DialogueSolitudeMarketplaceAiaEvetteScene1","Kids Playing in Well","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D0559","Skyrim.esm","DialogueMarkarthHagsCureSceneMuiriBothela03","DialogueMarkarthHagsCureSceneMuiriBothela03","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D055B","Skyrim.esm","DialogueMarkarthHagsCureSceneMuiriBothela04","DialogueMarkarthHagsCureSceneMuiriBothela04","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D055D","Skyrim.esm","SolitudeFreeform04","Delivery","candidate-proposed","3","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1; deep_read=vmad-info-ok",""
"Skyrim.esm:0D0593","Skyrim.esm","MQ101DragonAttack","","semantic-silent","42","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=42; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0D0755","Skyrim.esm","MGRitual05","Alteration Ritual Spell","candidate-proposed","5","3","200","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|20|200; completion_stages=200; objectives=2; deep_read=not-needed",""
"Skyrim.esm:0D0800","Skyrim.esm","MQ103","Bleak Falls Barrow","unsafe-existing-mapping","18","3","190","3","direct_mcp_review=ok; source=Skyrim.esm; stages=18; journal_stages=10|50|190; completion_stages=190; objectives=3; deep_read=not-needed","Existing core mapping requires owner adjudication; isolated repair proposal is in the tagged shard."
