occurrence_id,scope,audit_tranche,audit_shard,risk_priority,source_plugin,plugin_path,formid,editor_id,role,is_canonical,canonical_source_plugin
CORE-0588,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0790E1,FreeformMarkarthJ,defined,yes,Skyrim.esm
CORE-0589,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0753CA,WE31,defined,yes,Skyrim.esm
CORE-0590,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0753A1,FreeformMarkarthE,defined,yes,Skyrim.esm
CORE-0591,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:075399,FreeformMarkarthD,defined,yes,Skyrim.esm
CORE-0592,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:054D0A,MG01Pointer,defined,yes,Skyrim.esm
CORE-0593,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:07492E,WE29,defined,yes,Skyrim.esm
CORE-0594,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:07492B,WE28,defined,yes,Skyrim.esm
CORE-0595,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:074928,WE27,defined,yes,Skyrim.esm
CORE-0596,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E9,CaravanScene8,defined,yes,Skyrim.esm
CORE-0597,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E8,CaravanScene7,defined,yes,Skyrim.esm
CORE-0598,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E7,CaravanScene6,defined,yes,Skyrim.esm
CORE-0599,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E6,CaravanScene5,defined,yes,Skyrim.esm
CORE-0600,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E5,CaravanScene4,defined,yes,Skyrim.esm
CORE-0601,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E4,CaravanScene3,defined,yes,Skyrim.esm
CORE-0602,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731E2,CaravanScene2,defined,yes,Skyrim.esm
CORE-0603,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0731CF,CaravanScene1,defined,yes,Skyrim.esm
CORE-0604,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:072206,dunShroudHearthBarrowQST,defined,yes,Skyrim.esm
CORE-0605,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:06A3D5,T03Intro,defined,yes,Skyrim.esm
CORE-0606,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:062131,WE25,defined,yes,Skyrim.esm
CORE-0607,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:062119,WE24,defined,yes,Skyrim.esm
CORE-0608,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:062103,WE23,defined,yes,Skyrim.esm
CORE-0609,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:060026,FavorJobsBeggars,defined,yes,Skyrim.esm
CORE-0610,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:05E93E,WE22,defined,yes,Skyrim.esm
CORE-0611,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:05CE25,DialogueRiftenSS05,defined,yes,Skyrim.esm
CORE-0612,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:050CE3,WIDragonKilled,defined,yes,Skyrim.esm
CORE-0613,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:050AF1,WIChangeLocation09,defined,yes,Skyrim.esm
CORE-0614,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04EF25,TG00SPArrest,defined,yes,Skyrim.esm
CORE-0615,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04EEF6,WEWIKill06,defined,yes,Skyrim.esm
CORE-0616,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04EEF5,WIKill06,defined,no,Update.esm
CORE-0617,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04EC52,RoriksteadFreeform,defined,yes,Skyrim.esm
CORE-0618,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04BCF1,WIChangeLocation08,defined,no,HearthFires.esm
CORE-0619,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:04B869,WIGamesHideAndSeek,defined,no,HearthFires.esm
CORE-0620,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:042868,MS05Start,defined,yes,Skyrim.esm
CORE-0621,core,V02,V02-02,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0427A0,dunDA14MorvunskarQST,defined,yes,Skyrim.esm
CORE-0622,core,V02,V02-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:02E8F1,CWGarrisonObserver3,defined,yes,Skyrim.esm
CORE-0623,core,V02,V02-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:02E8F0,CWGarrisonObserver2,defined,yes,Skyrim.esm
CORE-0624,core,V02,V02-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:02AFD7,CreatureDialogueFrostbiteSpiderGiant,defined,yes,Skyrim.esm
CORE-0625,core,V02,V02-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:02994C,CWGarrisonObserver1,defined,yes,Skyrim.esm
CORE-0626,core,V02,V02-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:029940,CWObj,defined,yes,Skyrim.esm
CORE-0627,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BF20F,FavorJobsChopWood,defined,yes,Skyrim.esm
CORE-0628,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BE159,BardSongStarter,defined,yes,Skyrim.esm
CORE-0629,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BCC94,HirelingQuest,defined,yes,Skyrim.esm
CORE-0630,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BC8B7,DB01Objective,defined,yes,Skyrim.esm
CORE-0631,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BC8B6,DB01MiscObjective,defined,yes,Skyrim.esm
CORE-0632,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BAC24,MS11Kicker,defined,yes,Skyrim.esm
CORE-0633,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BA542,DialogueOrcHuntersHellosAndSharedInfos,defined,yes,Skyrim.esm
CORE-0634,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0BA53C,DialogueOrcHunters,defined,yes,Skyrim.esm
CORE-0635,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B8C9F,dunRobbersGorgeQST,defined,yes,Skyrim.esm
CORE-0636,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B8831,TG04ActorKiIllMonitor,defined,yes,Skyrim.esm
CORE-0637,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B8830,TG03ActorKillMonitor,defined,yes,Skyrim.esm
CORE-0638,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B882F,TG01ActorKillMonitor,defined,yes,Skyrim.esm
CORE-0639,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B882D,TG00ArrestMonitor,defined,yes,Skyrim.esm
CORE-0640,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B8774,DialogueCombatEncounterTypes,defined,no,Update.esm
CORE-0641,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B7C01,dunRaldbtharQST,defined,yes,Skyrim.esm
CORE-0642,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B7304,DialogueRiftenRaggedFlagonScene12,defined,yes,Skyrim.esm
CORE-0643,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B7302,DialogueRiftenBeeAndBarbScene14,defined,yes,Skyrim.esm
CORE-0644,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B6FEF,dunEmbershardQST,defined,yes,Skyrim.esm
CORE-0645,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B668C,DialogueRiftenSS04,defined,yes,Skyrim.esm
CORE-0646,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B6688,DialogueRiftenGrandPlazaScene10,defined,yes,Skyrim.esm
CORE-0647,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B6686,DialogueRiftenBeeAndBarbScene13,defined,yes,Skyrim.esm
CORE-0648,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B62D0,DialogueWindhelmPalaceScene9,defined,yes,Skyrim.esm
CORE-0649,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B62BC,DialogueWindhelmCandlehearthScene7,defined,yes,Skyrim.esm
CORE-0650,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B62B8,DialogueWindhelmCandlehearthScene6,defined,yes,Skyrim.esm
CORE-0651,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B627D,C06PostQuest,defined,yes,Skyrim.esm
CORE-0652,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B6031,MS13Intro,defined,yes,Skyrim.esm
CORE-0653,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B5D84,CreatureDialogueAtronachFlame,defined,yes,Skyrim.esm
CORE-0654,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B48FB,DA02DeadBody,defined,yes,Skyrim.esm
CORE-0655,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3E56,DA02GuardWarn,defined,yes,Skyrim.esm
CORE-0656,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3E08,C03PostQuest,defined,yes,Skyrim.esm
CORE-0657,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3248,DialogueWinterholdCollegeDormitoryScene11,defined,yes,Skyrim.esm
CORE-0658,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3242,DialogueWinterholdCollegeDormitoryScene10,defined,yes,Skyrim.esm
CORE-0659,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3240,DialogueWinterholdCollegeGHallScene06,defined,yes,Skyrim.esm
CORE-0660,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B3233,MGRitual02,defined,yes,Skyrim.esm
CORE-0661,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B31E6,TGPost,defined,yes,Skyrim.esm
CORE-0662,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B2FD9,SolitudeOpening,defined,yes,Skyrim.esm
CORE-0663,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B2976,TGPre,defined,yes,Skyrim.esm
CORE-0664,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B2174,DialogueWinterholdInitialScene,defined,yes,Skyrim.esm
CORE-0665,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B18E1,DA02ChangeLoc,defined,yes,Skyrim.esm
CORE-0666,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B113D,DialogueWinterholdInnSceneINITIAL,defined,yes,Skyrim.esm
CORE-0667,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B0F5B,dunLostValleyRedoubtQST,defined,yes,Skyrim.esm
CORE-0668,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B03A2,TGBan,defined,yes,Skyrim.esm
CORE-0669,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B0270,FavorJobsDrunksScene,defined,yes,Skyrim.esm
CORE-0670,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B026D,FavorJobsDrunks,defined,yes,Skyrim.esm
CORE-0671,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B0225,DialogueMarkarthDragonsKeepStormcloakScene01,defined,yes,Skyrim.esm
CORE-0672,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B0223,DialogueMarkarthDragonsKeepImperialScene01,defined,yes,Skyrim.esm
CORE-0673,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B0221,DialogueMarkarthDragonsMarketScene01,defined,yes,Skyrim.esm
CORE-0674,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0B021F,DialogueMarkarthDragonsSmelterScene01,defined,yes,Skyrim.esm
CORE-0675,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AF772,DialogueMarkarthSmelterOmluagHathrasil03,defined,yes,Skyrim.esm
CORE-0676,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AF75F,MS01IntroWorldScene,defined,yes,Skyrim.esm
CORE-0677,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AEC22,DA11IntroScene,defined,yes,Skyrim.esm
CORE-0678,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AE77E,DialogueWhistlingMine,defined,yes,Skyrim.esm
CORE-0679,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AE014,dunBardsLeapSummitQST,defined,yes,Skyrim.esm
CORE-0680,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AE004,WIGamesTag,defined,no,HearthFires.esm
CORE-0681,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0ADC8C,WIKill05,defined,yes,Skyrim.esm
CORE-0682,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AD39D,C04JorrvaskrCommotion,defined,yes,Skyrim.esm
CORE-0683,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AD39C,CompanionsBrawlingQuest,defined,yes,Skyrim.esm
CORE-0684,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AC9D1,TGStatus,defined,yes,Skyrim.esm
CORE-0685,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AC9BF,WESharedDialogue,defined,yes,Skyrim.esm
CORE-0686,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0ABF3A,CreatureDialogueAtronachStorm,defined,yes,Skyrim.esm
CORE-0687,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0ABD94,PerkInvestor,defined,yes,Skyrim.esm
CORE-0688,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AB3FA,WICastMagic02,defined,yes,Skyrim.esm
CORE-0689,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AB3F7,WICommentMagicDangerous,defined,yes,Skyrim.esm
CORE-0690,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AA5D6,dunLiarsRetreatQST,defined,yes,Skyrim.esm
CORE-0691,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0AA0B3,DialogueRiftenSS01,defined,yes,Skyrim.esm
CORE-0692,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A9B1D,WICommentMagicColorful,defined,yes,Skyrim.esm
CORE-0693,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A9209,CreatureDialogueSpriggan,defined,yes,Skyrim.esm
CORE-0694,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A8658,WICommentSneaking,defined,yes,Skyrim.esm
CORE-0695,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A8655,WICommentNaked,defined,yes,Skyrim.esm
CORE-0696,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A8651,WICommentCollegeRobes,defined,yes,Skyrim.esm
CORE-0697,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A85C9,CreatureDialogueWolf,defined,yes,Skyrim.esm
CORE-0698,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A7B33,HousePurchase,defined,no,HearthFires.esm
CORE-0699,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A7921,MQ201RecoverGearMISC,defined,yes,Skyrim.esm
CORE-0700,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A4E82,MGRitual01,defined,yes,Skyrim.esm
CORE-0701,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A409D,dunHaltedStreamCampQST,defined,yes,Skyrim.esm
CORE-0702,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EF9,C02PostQuest,defined,no,Update.esm
CORE-0703,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EF8,C02Kicker,defined,yes,Skyrim.esm
CORE-0704,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EE5,C00LocationMonitoring3,defined,yes,Skyrim.esm
CORE-0705,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EE4,C00LocationMonitoring2,defined,yes,Skyrim.esm
CORE-0706,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EC5,C00LocationMonitoring1,defined,yes,Skyrim.esm
CORE-0707,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3EBC,C00VilkasTrainingQuest,defined,yes,Skyrim.esm
CORE-0708,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3237,RoriksteadSceneJouaneLemkil1,defined,yes,Skyrim.esm
CORE-0709,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3235,RoriksteadSceneJouaneErik1,defined,yes,Skyrim.esm
CORE-0710,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3233,RoriksteadSceneJouaneReldith1,defined,yes,Skyrim.esm
CORE-0711,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A3231,RoriksteadSceneJouaneEnnis1,defined,yes,Skyrim.esm
CORE-0712,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A31E2,RoriksteadSceneRorikLemkil1,defined,yes,Skyrim.esm
CORE-0713,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A31E0,RoriksteadSceneRorikErik1,defined,yes,Skyrim.esm
CORE-0714,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A31DE,RoriksteadSceneRorikReldith1,defined,yes,Skyrim.esm
CORE-0715,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A31DC,RoriksteadSceneRorikEnnis1,defined,yes,Skyrim.esm
CORE-0716,core,V02,V02-03,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0A2490,DBSuspensionQuest,defined,yes,Skyrim.esm
