"exchange_schema","copy_id","flow_ids","journey","event","surface","runtime_location","current_runtime_text","gameplay_contract","character_budget","risk","dynamic","row_fingerprint","owner_status","owner_draft","owner_note"
"pdv.copy-prose-exchange.v1","esp:mgef:03DE8E:Devotion.esp:name","core.focused;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:03DE8E:Devotion.esp:PDV_MGEF_Blessing_AuriEl_Devoted:Name","AuriEl's Blessing","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","08bd451dbc189769e29bb132c095b46b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:03DE8F:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:03DE8F:Devotion.esp:PDV_MGEF_Blessing_AuriEl_Champion:Name","AuriEl's Blessing","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ee2f19e2e5413bc66953d28669c78167","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:03DE90:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:03DE90:Devotion.esp:PDV_MGEF_Blessing_AuriEl_Champion_Magickaratemult:Name","AuriEl's Blessing","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","f5f1d91882e617a350ea8ec69e2f340e","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:05B29F:Devotion.esp:name","core.focused;race.bosmer;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:05B29F:Devotion.esp:PDV_MGEF_BosmerGreenPactViolationSignal:Name","Green Pact Violation","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d4578ba772a24c21dc8fcfc4b1058766","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:06FF8F:Devotion.esp:description","core.neglect;surface.effects","Shared","neglect.lapse","blessing-description","Devotion.esp:MGEF:06FF8F:Devotion.esp:PDV_MGEF_Neglect_Kyne:Description","Your neglected bond with Kyne weighs against your breath and endurance.","After more than three in-game days without a devotional act, an active Kyne patron is lapsed and the dedicated neglect spell is synchronized until the lapse clears.","200","P2","false","9847dc1224a1cfd24586d3a2f989f9b0","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:06FF8F:Devotion.esp:name","core.neglect;surface.effects","Shared","neglect.lapse","blessing-name","Devotion.esp:MGEF:06FF8F:Devotion.esp:PDV_MGEF_Neglect_Kyne:Name","Kyne's Withheld Breath","After more than three in-game days without a devotional act, an active Kyne patron is lapsed and the dedicated neglect spell is synchronized until the lapse clears.","40","P2","false","5ed255b9b7c0a0e4edeeddcac48618e9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704F6:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:0704F6:Devotion.esp:PDV_Favor_Kyne_OpenSkyRestRecovery:Description","Kyne restores your breath after rest beneath the open sky.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","bf2ce3db122e1914b0cc29e543d5b8ff","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704F6:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:0704F6:Devotion.esp:PDV_Favor_Kyne_OpenSkyRestRecovery:Name","Kyne: Open-Sky Rest","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","2400457d9a6a32e2a59ae7fb1ae4d64b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704F9:Devotion.esp:description","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:0704F9:Devotion.esp:PDV_Favor_Kyne_StormRoadGrace:Description","Kyne lightens the hard road for a short while.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","6a2baf84b92c3517e35dc7cf8d4e3170","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704F9:Devotion.esp:name","core.focused;signal.world;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:0704F9:Devotion.esp:PDV_Favor_Kyne_StormRoadGrace:Name","Kyne: Storm-Road Grace","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","4b44c6753b140ee85d1a71219da2e830","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704FC:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:0704FC:Devotion.esp:PDV_Favor_Kyne_GuidedHunt:Description","The hunt briefly feels guided by Kyne's breath.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","61342668f90f51c46412e69cf5587478","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704FC:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:0704FC:Devotion.esp:PDV_Favor_Kyne_GuidedHunt:Name","Kyne: Guided Hunt","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","6a2664ba72ee08d8bc6514ce61844bfd","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704FF:Devotion.esp:description","core.focused;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:0704FF:Devotion.esp:PDV_Favor_Kyne_WindMarkedPassage:Description","The wind carries you for a little while.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d38260e4ee5213d8d9fd2692c2cca4c4","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:0704FF:Devotion.esp:name","core.focused;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:0704FF:Devotion.esp:PDV_Favor_Kyne_WindMarkedPassage:Name","Kyne: Wind-Marked Passage","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","8b6b69cbfca9101d0f4d28840df52211","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070501:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070501:Devotion.esp:PDV_Favor_NordBroadOldWays_SkyRoadEndurance:Description","The old gods make the road feel briefly companionable.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","ead8f3c9d20c05d94f95afd1363c0206","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070501:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070501:Devotion.esp:PDV_Favor_NordBroadOldWays_SkyRoadEndurance:Name","Old Ways: Sky-Road Endurance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d3a83ebfb51fd340aecc677aadb4cce6","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070504:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070504:Devotion.esp:PDV_Favor_NordBroadOldWays_HonorableOrdeal:Description","For this fight, the Old Ways steady your courage.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d4c550b17dd84a51d1b5a53d53d1742a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070504:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070504:Devotion.esp:PDV_Favor_NordBroadOldWays_HonorableOrdeal:Name","Old Ways: Honorable Ordeal","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c8c924a086be5149b45a6e479e54506c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070507:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070507:Devotion.esp:PDV_Favor_NordBroadOldWays_HearthAndHoldDefense:Description","Household duty and hold-defense briefly answer back.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","bec0209cd3175a3c68d4c205f699bf8b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070507:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070507:Devotion.esp:PDV_Favor_NordBroadOldWays_HearthAndHoldDefense:Name","Old Ways: Hearth and Hold","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","342c92cb6429d2848427f9fb3bf44eaf","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050A:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:07050A:Devotion.esp:PDV_Favor_NordBroadOldWays_DeathRightAncestorQuiet:Description","The dead settle and the old stories rest easier for a time.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","c3d061ab781c193010bc6cf41c258750","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050A:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:07050A:Devotion.esp:PDV_Favor_NordBroadOldWays_DeathRightAncestorQuiet:Name","Old Ways: Ancestor Quiet","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","60faacece6be57e2f665d2e675ed77aa","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050D:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:07050D:Devotion.esp:PDV_Favor_NordBroadOldWays_HiddenTalosDefiance:Description","Costly hidden defiance leaves a brief steadiness behind.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","6b46d0c8af61d25f326b23691feb2b31","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050D:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:07050D:Devotion.esp:PDV_Favor_NordBroadOldWays_HiddenTalosDefiance:Name","Old Ways: Hidden Talos Defiance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","f4476b891a7f24b0891b40f6b5838bc8","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050F:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:07050F:Devotion.esp:PDV_Favor_NordBroadNineDivines_KynarethRoadGrace:Description","Kynareth briefly steadies the road ahead.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","3cd215929fe3ec0c6823bb1eacbf7e79","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07050F:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:07050F:Devotion.esp:PDV_Favor_NordBroadNineDivines_KynarethRoadGrace:Name","Nine Divines: Kynareth's Road Grace","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c66847d11a5a9fb47aabd88c20beb9c3","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070512:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070512:Devotion.esp:PDV_Favor_NordBroadNineDivines_HouseholdAndMercyDuty:Description","Mercy and household duty briefly answer in kind.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","0e27b7ab682b3abb9933694d736c5746","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070512:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070512:Devotion.esp:PDV_Favor_NordBroadNineDivines_HouseholdAndMercyDuty:Name","Nine Divines: Household and Mercy","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c510dce5db6a4290c20ab19552f84e5c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070515:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070515:Devotion.esp:PDV_Favor_NordBroadNineDivines_ProperDeathAndAntiNecromancy:Description","The proper ordering of death leaves a brief blessing.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","b30b9d94a1f9cde43fc87107318626fc","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070515:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070515:Devotion.esp:PDV_Favor_NordBroadNineDivines_ProperDeathAndAntiNecromancy:Name","Nine Divines: Proper Death","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","1a5c5cb44d7dfe31379164ea8ba9f04d","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070518:Devotion.esp:description","core.focused;race.nord;signal.item;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070518:Devotion.esp:PDV_Favor_NordBroadNineDivines_HonestWorkAndLearnedCraft:Description","Honest work and learned craft briefly sharpen your purpose.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","e2cd2fd48430d3cf4c2a726429ab6c78","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070518:Devotion.esp:name","core.focused;race.nord;signal.item;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070518:Devotion.esp:PDV_Favor_NordBroadNineDivines_HonestWorkAndLearnedCraft:Name","Nine Divines: Honest Work","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","77cf459c5935ac3c804046d7ee71315b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051A:Devotion.esp:description","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:07051A:Devotion.esp:PDV_Favor_NordBroadNineDivines_TalosPressureInsideTheNine:Description","A costly private contradiction leaves a brief resolve behind.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","6523d28254ed12e7f816739d27b51a1a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051A:Devotion.esp:name","core.focused;race.nord;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:07051A:Devotion.esp:PDV_Favor_NordBroadNineDivines_TalosPressureInsideTheNine:Name","Nine Divines: Talos Pressure","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","6d173bc8c4f05b286908bbd6b86db38b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051D:Devotion.esp:description","daedric.milestone;surface.effects","Daedric","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07051D:Devotion.esp:PDV_MGEF_HircinePrice_Seeker:Description","The first mark of Hircine lingers after the hunt.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","e5903a8a474abf578fde8ffada2136cc","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051D:Devotion.esp:name","daedric.milestone;surface.effects","Daedric","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07051D:Devotion.esp:PDV_MGEF_HircinePrice_Seeker:Name","Hircine's Price - Seeker","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","50e7cae883f28bd4136ea03b65cf2b1a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051F:Devotion.esp:description","daedric.milestone;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:07051F:Devotion.esp:PDV_MGEF_HircinePrice_Devoted:Description","The hunt follows you more closely until you make peace with the wild.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","860485e505648695aa3dc3649dbc27e9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07051F:Devotion.esp:name","daedric.milestone;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:07051F:Devotion.esp:PDV_MGEF_HircinePrice_Devoted:Name","Hircine's Price - Devoted","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","6f4fb67cdce8422a2eb06e43b57e2f07","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070521:Devotion.esp:description","daedric.price;surface.effects","Daedric","unclassified","blessing-description","Devotion.esp:MGEF:070521:Devotion.esp:PDV_MGEF_HircinePrice_Champion:Description","Hircine's deepest claim leaves a lasting predatory residue.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","6e3173f3879f96067cd3c7719aaaf594","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070521:Devotion.esp:name","daedric.price;surface.effects","Daedric","unclassified","blessing-name","Devotion.esp:MGEF:070521:Devotion.esp:PDV_MGEF_HircinePrice_Champion:Name","Hircine's Price - Champion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0036d99759c9771e90bec59d21cd7bdd","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070523:Devotion.esp:description","core.focused;surface.effects","Shared","survey.focused-state","blessing-description","Devotion.esp:MGEF:070523:Devotion.esp:PDV_MGEF_SurveyDevotion:Description","Ask the gods for a reading of your current standing.","Casting Survey Devotion requests the manager's dynamically assembled current status; the spell record only explains the action.","200","P2","false","90a2b807ab4673870e882a16f75c2ee0","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070523:Devotion.esp:name","core.focused;surface.effects","Shared","survey.focused-state","blessing-name","Devotion.esp:MGEF:070523:Devotion.esp:PDV_MGEF_SurveyDevotion:Name","Survey Devotion","Casting Survey Devotion requests the manager's dynamically assembled current status; the spell record only explains the action.","40","P2","false","bd5d22e23f6ee117eef07d2223decc4a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070FF8:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070FF8:Devotion.esp:PDV_Favor_Altmer_Shared_DawnSteadiness:Description","The dissonance settles into disciplined dawn practice.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","0b1e045a5849394acd0be6aa5872cdc9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070FF8:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070FF8:Devotion.esp:PDV_Favor_Altmer_Shared_DawnSteadiness:Name","Altmer: Dawn Steadiness","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","f077cf3f39e959e870a5e0c3f83108d3","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070FFB:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","unclassified","blessing-description","Devotion.esp:MGEF:070FFB:Devotion.esp:PDV_Favor_Altmer_Orthodox_CostlyEnforcement:Description","Costly enforcement leaves a brief steadiness of ancestral order.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","172a51e0c31df308f313dfe1b6ddb638","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:070FFB:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","unclassified","blessing-name","Devotion.esp:MGEF:070FFB:Devotion.esp:PDV_Favor_Altmer_Orthodox_CostlyEnforcement:Name","Altmer: Orthodox Cost","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c52c5c3018e81a2de65bbe69f1416e98","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07103D:Devotion.esp:description","core.recognition;race.khajiit;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07103D:Devotion.esp:PDV_MGEF_Bless_Khajiit_Lunar_T1_StaminaRegen:Description","The moons have noticed how you move. Fortify Stamina +15, Disease Resistance +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","63b9a243b2e4bdada5f3bd189e5db4fe","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07103D:Devotion.esp:name","core.recognition;race.khajiit;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07103D:Devotion.esp:PDV_MGEF_Bless_Khajiit_Lunar_T1_StaminaRegen:Name","Fortify Stamina","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ca3192f5f094793190f7024071b9721a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07103E:Devotion.esp:description","core.recognition;race.khajiit;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07103E:Devotion.esp:PDV_MGEF_Bless_Khajiit_Lunar_T1_DiseaseResist:Description","The moons have noticed how you move. Fortify Stamina +15, Disease Resistance +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","b89a5bb96e3434083282b04613ca72a9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07103E:Devotion.esp:name","core.recognition;race.khajiit;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07103E:Devotion.esp:PDV_MGEF_Bless_Khajiit_Lunar_T1_DiseaseResist:Name","Disease Resistance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","27e4537db4b1102a8e176a002f685424","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071066:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071066:Devotion.esp:PDV_MGEF_Bless_Altmer_Orthodox_T1:Description","You keep to the ancestral order. Fortify Magicka +15.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","bfafb4e63ec1aea448c907aea9420ef8","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071066:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071066:Devotion.esp:PDV_MGEF_Bless_Altmer_Orthodox_T1:Name","Fortify Magicka","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","fbda59c9b3d43bc7764e9400c857e4b3","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071068:Devotion.esp:description","core.recognition;race.argonian;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071068:Devotion.esp:PDV_MGEF_Bless_Argonian_Hist_T1:Description","The Hist path keeps you steady when you act for memory, people, and survival.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","f5f1ae971c601730b37f2d28a7c78d7e","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071068:Devotion.esp:name","core.recognition;race.argonian;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071068:Devotion.esp:PDV_MGEF_Bless_Argonian_Hist_T1:Name","Argonian Hist Memory","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0c2e6eaa0580daee6fa16aaaf3f4006d","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106A:Devotion.esp:description","core.recognition;race.bosmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07106A:Devotion.esp:PDV_MGEF_Bless_Bosmer_Yffre_T1:Description","The living story answers when pact, exchange, and road wisdom remain in balance.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","122c00bdddea2c4124f423aed76f1968","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106A:Devotion.esp:name","core.recognition;race.bosmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07106A:Devotion.esp:PDV_MGEF_Bless_Bosmer_Yffre_T1:Name","Bosmer Living Story","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","fe83c8b73854f852001c055fa87d97af","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106C:Devotion.esp:description","core.recognition;race.breton;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07106C:Devotion.esp:PDV_MGEF_Bless_Breton_Tradition_T1:Description","Your chosen Breton tradition holds shape through vow, hidden art, or the green road.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","85ca6c1bf5048dddc82b757509265c6d","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106C:Devotion.esp:name","core.recognition;race.breton;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07106C:Devotion.esp:PDV_MGEF_Bless_Breton_Tradition_T1:Name","Breton Tradition","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","780edfe022523105b56abe6f3d2206c6","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106E:Devotion.esp:description","core.recognition;race.dunmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07106E:Devotion.esp:PDV_MGEF_Bless_Dunmer_Reclamation_T1:Description","The Reclamations answer a disciplined path; deviation still carries a price.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","56006971e61f8a6c5283aaa173762b7e","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07106E:Devotion.esp:name","core.recognition;race.dunmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07106E:Devotion.esp:PDV_MGEF_Bless_Dunmer_Reclamation_T1:Name","Dunmer Reclamation","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","bdf51ff58950848384b729c8c06593be","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071070:Devotion.esp:description","core.recognition;race.imperial;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071070:Devotion.esp:PDV_MGEF_Bless_Imperial_Civic_T1:Description","Civic duty lends order to your worship, even where public and private loyalties diverge.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","1bf4c55caedd98390be44721cf4e31b8","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071070:Devotion.esp:name","core.recognition;race.imperial;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071070:Devotion.esp:PDV_MGEF_Bless_Imperial_Civic_T1:Name","Imperial Civic Duty","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a5d522cd4d134aa30f2e022b0587aac0","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071072:Devotion.esp:description","core.recognition;race.nord;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071072:Devotion.esp:PDV_MGEF_Bless_Nord_OldWays_T1:Description","The old ways steady a Nord who keeps voice, kin, and hard choices in view.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","c2b2b896730bd92ebaa09eff7dd407a0","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071072:Devotion.esp:name","core.recognition;race.nord;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071072:Devotion.esp:PDV_MGEF_Bless_Nord_OldWays_T1:Name","Nord Old Ways","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0a39707e7092fc66c2030eb32eba34df","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071074:Devotion.esp:description","daedric.milestone;race.orc;surface.effects","Daedric","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071074:Devotion.esp:PDV_MGEF_Bless_Orc_Malacath_T1:Description","Malacath's measure holds when exile, duty, and strength are carried with discipline.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","67d873794ecfe0f20713e1f3a1f59380","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071074:Devotion.esp:name","daedric.milestone;race.orc;surface.effects","Daedric","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071074:Devotion.esp:PDV_MGEF_Bless_Orc_Malacath_T1:Name","Orc Malacath Conduct","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ba7c0c6cc26b91893fb98b9c1e1cd2cc","","",""
