id,surface,race,target,requirement,tier,authority,verify_layer,check_hint,notes,cluster,status
BC-0122,part_b_profile,ALL,Boethiah,"Boethiah must use stigmaClass=Standard (1.0x base accrual) with per-race stigmaMod values: Nord/Imperial/Breton/Bosmer=1.25, Altmer/Orc=1.5, Dunmer=0 (native), Khajiit=0 (native-legible), Argonian/Redguard=1.0.",BETA,PDV_DaedricPrinceRecordContracts.json Boethiah stigmaClass/stigmaModByRace; PDV_Daedric_DecisionPacket_CAT4.md D-15.2,source,PDV_DaedricPath_Boethiah script stigmaModByRace array matches JSON values; stigmaClass=Standard in records,,daedric,UNVERIFIED
BC-0123,part_b_profile,ALL,Clavicus Vile,"Part B-2 profile for Clavicus Vile must exist with approve: serve_a_daedra:clavicus(C), deceit(S); no disapprove.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Clavicus Vile,data,,,signals,UNVERIFIED
BC-0124,part_b_profile,ALL,Dibella,"Part B profile for Dibella must exist with approve: aesthetic_devotion(C), heal_comfort(S), charity(m), marriage_family(m); disapprove: kill_the_helpless(m). She is quest-thin by design; core signal carried by adornment faucet + Agent-of-Dibella + shrine layers.",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Dibella,data,,aesthetic_devotion tag added 2026-06-08.,signals,UNVERIFIED
BC-0125,part_b_profile,ALL,Hermaeus Mora,"Part B-2 profile for Hermaeus Mora must exist with approve: forbidden_knowledge(C), disciplined_study(S), keep_secret(m); no disapprove entries.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Hermaeus Mora,data,,,signals,UNVERIFIED
BC-0126,part_b_profile,ALL,Hircine,"Part B-2 profile for Hircine must exist with approve: the_hunt(C), embrace_lycanthropy(C), kill_honorable_combat(S), honor_the_wild(m); disapprove: cure_undeath(S). Curse-access path.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Hircine,data,,,signals,UNVERIFIED
BC-0127,part_b_profile,ALL,Julianos,"Part B profile for Julianos must exist with approve: disciplined_study(C), uphold_law_justice(S), forbidden_knowledge(m); disapprove: sow_chaos_madness(S), reckless_magic(S).",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Julianos,data,,,signals,UNVERIFIED
BC-0128,part_b_profile,ALL,Kynareth,"Part B profile for Kynareth must exist with approve: honor_the_wild(C), protect_the_weak(m), heal_comfort(m); disapprove: defile_nature(C), necromancy(m).",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Kynareth,data,,,signals,UNVERIFIED
BC-0129,part_b_profile,ALL,Mara,"Part B profile for Mara must exist with approve: heal_comfort(C), charity(C), marriage_family(C), mercy_spare(S), protect_the_weak(m); disapprove: murder_treacherous(m), ritual_sacrifice(S), kill_the_helpless(m).",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Mara,data,,,signals,UNVERIFIED
BC-0130,part_b_profile,ALL,Mehrunes Dagon,"Part B-2 profile for Mehrunes Dagon must exist with approve: sow_chaos_madness(C), kill_honorable_combat(m), murder_treacherous(m); disapprove: serve_empire_order(S), keep_oath(m).",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Mehrunes Dagon,data,,,signals,UNVERIFIED
BC-0131,part_b_profile,ALL,Mehrunes Dagon,Mehrunes Dagon must use stigmaClass=High-rupture (about 1.5x base accrual) and reach Notorious fastest; Imperial hostility must be flagged stronger than generic Taboo due to Oblivion Crisis memory.,BETA,PDV_Daedric_DecisionPacket_CAT4.md D-15.2 High-rupture class; PDV_DaedricRacePrinceMatrix.csv Dagon Imperial cell Notes,source,PDV_DaedricPath_Dagon stigmaClass=High-rupture; Imperial statesByRace=Hostile with high stigmaMod,,daedric,UNVERIFIED
BC-0132,part_b_profile,ALL,Mephala,"Part B-2 profile for Mephala must exist with approve: deceit(C), keep_secret(C), assassination_contract(S), theft_burglary(S), murder_treacherous(S); disapprove: expose_betray_secret(S).",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Mephala,data,,,signals,UNVERIFIED
BC-0133,part_b_profile,ALL,Meridia,"Part B-2 profile for Meridia must exist with approve: slay_undead(C), cure_undeath(S), destroy_reject_daedra:molagbal(m); disapprove: necromancy(C), desecrate_the_dead(S), embrace_vampirism(S).",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Meridia,data,,,signals,UNVERIFIED
BC-0134,part_b_profile,ALL,Meridia,Meridia must use stigmaClass=Tolerated (about 0.5x base accrual); Notorious band crossing is rare-edge only for tolerant races (Nord/Imperial/Breton/Redguard stigmaMod=0.5); Suspected and Known crossings must be authored.,BETA,PDV_Daedric_DecisionPacket_CAT4.md D-15.2 Tolerated class; PDV_DaedricPrinceRecordContracts.json Meridia stigmaClass=Tolerated,source,Meridia stigmaMod values for Nord/Imperial/Breton/Redguard=0.5; stigmaClass=Tolerated,,daedric,UNVERIFIED
BC-0135,part_b_profile,ALL,Molag Bal,"Part B-2 profile for Molag Bal must exist with approve: embrace_vampirism(C), kill_the_helpless(C), murder_treacherous(S), ritual_sacrifice(S); disapprove: mercy_spare(S), protect_the_weak(m). Curse-access path.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Molag Bal,data,,,signals,UNVERIFIED
BC-0136,part_b_profile,ALL,Molag Bal,"Molag Bal must use stigmaClass=Curse-access; stigma accrual is driven by curse-state visibility, not per-act accrual; the High-rupture social weight reflects the curse being known.",BETA,PDV_DaedricPrinceRecordContracts.json Molag Bal stigmaClass=Curse-access; PDV_Daedric_DecisionPacket_CAT4.md D-16.1,source,PDV_DaedricPath_Molag stigmaClass=Curse-access; no per-devotional-act stigma increment; stigma driven by curse-state band,,daedric,UNVERIFIED
BC-0137,part_b_profile,ALL,Namira,"Part B-2 profile for Namira must exist with approve: cannibalism(C), desecrate_the_dead(S); no disapprove. Thin – supplemented by Part D faucets.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Namira,data,,,signals,UNVERIFIED
BC-0138,part_b_profile,ALL,Nocturnal,"Part B-2 profile for Nocturnal must exist with approve: theft_burglary(C), keep_secret(S), deceit(m); disapprove: expose_betray_secret(m).",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Nocturnal,data,,,signals,UNVERIFIED
BC-0139,part_b_profile,ALL,Peryite,"Part B-2 profile for Peryite must exist with approve: spread_order_pestilence(C), serve_empire_order(m); disapprove: sow_chaos_madness(S). Thin – supplemented by Part D faucets.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Peryite,data,,,signals,UNVERIFIED
BC-0140,part_b_profile,ALL,Sanguine,Part B-2 profile for Sanguine must exist with approve: revel_indulge(C); no disapprove. Thin – supplemented by Part D faucets.,BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Sanguine,data,,,signals,UNVERIFIED
BC-0141,part_b_profile,ALL,Sheogorath,"Part B-2 profile for Sheogorath must exist with approve: sow_chaos_madness(C), reckless_magic(m), revel_indulge(m); disapprove: serve_empire_order(m), uphold_law_justice(m).",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Sheogorath,data,,,signals,UNVERIFIED
BC-0142,part_b_profile,ALL,Stendarr,"Part B profile for Stendarr must exist with approve: mercy_spare(C), protect_the_weak(C), slay_undead(S), destroy_reject_daedra:*(S), uphold_law_justice(S), charity(m); disapprove: kill_the_helpless(C), murder_treacherous(S), serve_a_daedra:*(S), ritual_sacrifice(S).",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Stendarr,data,,,signals,UNVERIFIED
BC-0143,part_b_profile,ALL,Survey/status — no exclusive-path ambiguity,Survey/status readout must not imply multiple exclusive paths are simultaneously active,BETA,PDV_PreBetaRaceAcceptanceRubric.md §4 Survey And Status Legibility — Fail examples (third bullet),source,Survey MessageBox logic: conditional branches ensure only one path/sect/mode description is displayed when paths are mutually exclusive,,surfacing,UNVERIFIED
BC-0144,part_b_profile,ALL,Survey/status curse and stigma visibility,"Curse, scar, Daedric, or stigma pressure must appear in Survey/status readout when relevant and must not silently replace native identity",BETA,PDV_PreBetaRaceAcceptanceRubric.md §4 Survey And Status Legibility — Pass requires (fourth bullet),source,Survey text branches in PDV_SurveyDevotionEffect.psc or PDV__ManagerQuest show curse/scar/stigma when CurseState != CURSE_NONE,,surfacing,UNVERIFIED
BC-0145,part_b_profile,ALL,Survey/status legibility — expected and edge builds,Survey/status must remain legible in both the expected build and the edge build for every race (e.g. Altmer expected: scholar/mage; edge: Exiled vampire or Talos pressure run),BETA,PDV_PreBetaRaceAcceptanceRubric.md §8 Expected And Edge Builds — Pass requires (third bullet),runtime-status,Manual evidence note must confirm Survey text is legible in both builds per rubric artifact,,surfacing,UNVERIFIED
BC-0146,part_b_profile,ALL,Survey/status legibility — fiction language,"Survey Devotion and the MCM Player page must name the race-specific state in fiction-facing language without route IDs, internal counters, or debug labels; a player must be able to answer what changed, why it changed, and what to try next",BETA,PDV_PreBetaRaceAcceptanceRubric.md §4 Survey And Status Legibility — Pass requires,source,"Survey MessageBox strings for each race: no StorageUtil keys, no route IDs, no PDV.Piety numeric values in default text",,surfacing,UNVERIFIED
BC-0147,part_b_profile,ALL,Talos,"Part B profile for Talos must exist with approve: defy_tyranny_talos(C), kill_honorable_combat(S), prove_by_struggle(S), protect_the_weak(m), honorable_duel(m); disapprove: cowardice(S). FILTERED for Imperials by ConcordatStanding; compliance/submission never scores gain.",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Talos,data,,,signals,UNVERIFIED
BC-0148,part_b_profile,ALL,Vaermina,"Part B-2 profile for Vaermina must exist with approve: forbidden_knowledge(m), murder_treacherous(m), serve_a_daedra:vaermina(C); no disapprove.",BETA,PDV_QuestReactionMatrix.md – Part B-2 Daedric Princes – Vaermina,data,,,signals,UNVERIFIED
BC-0149,part_b_profile,ALL,Zenithar,"Part B profile for Zenithar must exist with approve: honest_labor_trade(C), master_craft_forge(S), uphold_law_justice(m); disapprove: theft_burglary(S), exploit_cheat(C).",BETA,PDV_QuestReactionMatrix.md – Part B Aedric/Divines – Zenithar,data,,,signals,UNVERIFIED
BC-0150,part_b_profile,Altmer,Auri-El,"Part B profile for Auri-El must exist with approve: disciplined_study(S), honor_the_dead(m), prove_by_struggle(m), uphold_law_justice(m); disapprove: serve_a_daedra:*(S), sow_chaos_madness(m).",BETA,PDV_QuestReactionMatrix.md – Part B Altmer – Auri-El,data,,,signals,UNVERIFIED
BC-0151,part_b_profile,Altmer,Magnus,"Part B profile for Magnus must exist with approve: disciplined_study(C), forbidden_knowledge(m); disapprove: reckless_magic(C), sow_chaos_madness(m).",BETA,PDV_QuestReactionMatrix.md – Part B Altmer – Magnus,data,,,signals,UNVERIFIED
BC-0152,part_b_profile,Altmer,Survey/status — Exiled vampire path legibility,"When Altmer curse state is CURSE_VAMPIRE the Exiled Altmer micro-path must be legible in Survey/status (showing redirected micro-path active, Tier 1 cap, self-reconstruction framing) and must not show Aedric devotion as active",BETA,PDV_Architecture_v3.md §13.5 Altmer vampire micro-path (LOCKED),runtime-status,Survey text for Altmer + CURSE_VAMPIRE shows Exiled path framing and hides Aedric devotion progress,,surfacing,UNVERIFIED
BC-0153,part_b_profile,Altmer,Syrabane focus,"Syrabane focus available to Psijic or Divine Body: ward spells absorb 15% more; after protective spell cast, next non-protection spell cost -10%; magic-using enemies deal 15% less at Champion; College/magical-institution recognition privilege.",BETA,PDV_RaceDesign_Altmer.md — Tier 3 Devoted / Syrabane focus,source,,,race-sheets,UNVERIFIED
BC-0154,part_b_profile,Altmer,Trinimac,"Part B profile for Trinimac must exist with approve: kill_honorable_combat(S), keep_oath(S), defend_kin_home(m); disapprove: serve_a_daedra:boethiah(C), break_oath_betray(S).",BETA,PDV_QuestReactionMatrix.md – Part B Altmer – Trinimac,data,,,signals,UNVERIFIED
BC-0155,part_b_profile,Altmer,Xarxes,"Part B profile for Xarxes must exist with approve: disciplined_study(S), honor_the_dead(C), keep_secret(m); disapprove: desecrate_the_dead(S), sow_chaos_madness(m).",BETA,PDV_QuestReactionMatrix.md – Part B Altmer – Xarxes,data,,,signals,UNVERIFIED
BC-0156,part_b_profile,Altmer,Xarxes focus,"Xarxes focus available to Psijic or Divine Body factions: lockpicking and Alteration +5%; after completing ancestry/family/record/genealogy quest, 24h magic cost reduction; reading rare tomes generates strong piety; Knowledge of Altmeri heritage generates strongest scoring.",BETA,PDV_RaceDesign_Altmer.md — Tier 3 Devoted / Xarxes focus,source,,,race-sheets,UNVERIFIED
BC-0157,part_b_profile,Argonian,Hist,"Part B profile for Hist must exist with approve: defend_kin_home(C), honor_the_wild(S), honor_the_dead(m); disapprove: defile_nature(S), break_oath_betray(m).",BETA,PDV_QuestReactionMatrix.md – Part B Argonian – Hist,data,,,signals,UNVERIFIED
BC-0158,part_b_profile,Argonian,Sithis,"Part B profile for Sithis must exist with approve: assassination_contract(C), murder_treacherous(S); disapprove: cowardice(m). High-threshold tertiary.",BETA,PDV_QuestReactionMatrix.md – Part B Argonian – Sithis,data,,,signals,UNVERIFIED
BC-0159,part_b_profile,Argonian,Tier B enrichment (deferred custom ritual hooks),"Custom Argonian ritual hooks (meditation at specific locations, ritual behavior) are deferred to post-launch enrichment; vanilla core must be built and assessed first; do not build custom content infrastructure in 1.0.",FUTURE,PDV_RaceDesign_Argonian.md — Implementation flags / Tier B enrichment,data,,Explicitly deferred — not a BETA requirement,race-sheets,UNVERIFIED
BC-0160,part_b_profile,Bosmer,Baan Dar,"Part B profile for Baan Dar must exist with approve: deceit(C), theft_burglary(S), prove_by_struggle(m); disapprove: kill_the_helpless(m).",BETA,PDV_QuestReactionMatrix.md – Part B Bosmer – Baan Dar,data,,,signals,UNVERIFIED
BC-0161,part_b_profile,Bosmer,BosmerPath,"PDV_State_BosmerPath must use OldContract=0/LivingStory=1/Exchange=2/BanditRoad=3; first-run setup requires explicit choice; if unset or corrupt must resolve to LivingStory, never to an unset/limbo state.",BETA,PDV_RaceDesign_Bosmer.md — Path implementation locks (LOCKED) + Implementation acceptance criteria,esp,PDV_State_BosmerPath global + setup + corruption fallback,,race-sheets,UNVERIFIED
BC-0162,part_b_profile,Bosmer,Y'ffre,"Part B profile for Y'ffre must exist with approve: green_pact(C), honor_the_wild(S), the_hunt(S), defend_kin_home(m); disapprove: defile_nature(C), green_pact(C as violation).",BETA,PDV_QuestReactionMatrix.md – Part B Bosmer – Y'ffre,data,,,signals,UNVERIFIED
BC-0163,part_b_profile,Bosmer,Z'en,"Part B profile for Z'en must exist with approve: honest_labor_trade(C), uphold_law_justice(S), keep_oath(m); disapprove: exploit_cheat(S), break_oath_betray(m).",BETA,PDV_QuestReactionMatrix.md – Part B Bosmer – Z'en,data,,,signals,UNVERIFIED
BC-0164,part_b_profile,Breton,Vigilant pressure extension (WitchcraftExposure),"A light Vigilant pressure encounter inspired by the disabled Daedric-artifact confrontation is OPTIONAL for 1.0: if built, gate behind Known or Notorious, require recent major occult signal, use long cooldowns, one-shot pressure only. Do not use vanilla crime-gold bounty for WitchcraftExposure.",FUTURE,PDV_RaceDesign_Breton.md — Hidden Art: strong 1.0 hooks (Vigilant pressure extension note),source,,Optional post-lock extension; not required for BETA bar,race-sheets,UNVERIFIED
BC-0165,part_b_profile,Dunmer,Infrastructure ceiling — no impossible-task decay,"Dunmer must NOT suffer passive devotion decay from absence of proper burial rites, ancestral tomb visits, or full House shrine maintenance (impossible in Skyrim); only achievable acts that player fails to perform generate decay.",BETA,PDV_RaceDesign_Dunmer.md — Infrastructure ceiling (LOCKED),source,Dunmer ProcessDawn: verify no decay from missing tomb/shrine infrastructure,,race-sheets,UNVERIFIED
BC-0166,part_b_profile,Dunmer,Tribunal Memory flavor,All Dunmer must carry Tribunal Memory as flavor only (no mechanical weight): occasional notification text referencing Vivec/Sotha Sil/Almalexia on certain devotional acts. Not a separate path or scoring system.,BETA,PDV_RaceDesign_Dunmer.md — Tribunal Memory (LOCKED),source,Dunmer notification strings referencing Tribunal figures on relevant trigger events,,race-sheets,UNVERIFIED
BC-0167,part_b_profile,Khajiit,Alkosh,"Part B profile for Alkosh must exist with approve: kill_honorable_combat(S), serve_empire_order(m), uphold_law_justice(m); disapprove: sow_chaos_madness(C).",BETA,PDV_QuestReactionMatrix.md – Part B Khajiit – Alkosh,data,,,signals,UNVERIFIED
BC-0168,part_b_profile,Khajiit,Azurah / Azura,"Part B profile for Azurah/Azura must exist with approve: disciplined_study(m), destroy_reject_daedra:molagbal(S), honor_the_dead(m); disapprove: desecrate_the_dead(m), serve_a_daedra:molagbal(S).",BETA,PDV_QuestReactionMatrix.md – Part B Khajiit – Azurah/Azura,data,,,signals,UNVERIFIED
BC-0169,part_b_profile,Khajiit,Khajiit moon source fallback: abstract 28-day cycle,"Khajiit lunar substrate must use real Masser/Secunda moon source when the detection is proven; if brittle, must fall back to an abstract 28-day fallback cycle; fallback must be built as guaranteed baseline per fallback-as-floor rule.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Khajiit, Needs verifier/proof",source,PDV_Substrate_KhajiitLunar moon source implementation; detect if real moon API is reliable before removing fallback,,rewards,UNVERIFIED
BC-0170,part_b_profile,Khajiit,Khenarthi,"Part B profile for Khenarthi must exist with approve: protect_the_weak(S), honor_the_wild(m), honor_the_dead(m); disapprove: kill_the_helpless(m). honor_the_dead added 2026-06-10 to repair missing death-guide aspect.",BETA,PDV_QuestReactionMatrix.md – Part B Khajiit – Khenarthi,data,,honor_the_dead was lore-real but unprofiled before 2026-06-10 fix.,signals,UNVERIFIED
BC-0171,part_b_profile,Khajiit,Moon phase fallback,"1.0 must use real Skyrim Masser/Secunda state if implementation-proven reliable; if hook is brittle, must use abstract 28-day fallback cycle. Must not depend on fragile visual/moon API assumptions. Full-moon amplifier fires once per full moon cycle for all substrate outdoor acts.",BETA,PDV_RaceDesign_Khajiit.md — Moon phase source (LOCKED),source,MoonPhase detection or GameDaysPassed % 28 fallback in substrate tick,,race-sheets,UNVERIFIED
BC-0172,part_b_profile,Khajiit,Rajhin,"Part B profile for Rajhin must exist with approve: theft_burglary(C), deceit(S); disapprove: kill_the_helpless(m).",BETA,PDV_QuestReactionMatrix.md – Part B Khajiit – Rajhin,data,,,signals,UNVERIFIED
BC-0173,part_b_profile,Nord,Kyne,"Part B profile for Kyne must exist with approve: the_hunt(C), honor_the_wild(S), kill_honorable_combat(S), prove_by_struggle(S), defend_kin_home(m), mercy_spare(m); disapprove: defile_nature(C), kill_the_helpless(m). Profile added 2026-06-10 to fix paired-deity equity gap.",BETA,PDV_QuestReactionMatrix.md – Part B Nord Old Ways – Kyne,data,,"Profile was previously missing from Part B, causing every tranche pass to skip her.",signals,UNVERIFIED
BC-0174,part_b_profile,Nord,Shor,"Part B profile for Shor must exist with approve: kill_honorable_combat(C), prove_by_struggle(S), honor_the_dead(m), defend_kin_home(S); disapprove: cowardice(C), murder_treacherous(S), kill_the_helpless(m).",BETA,PDV_QuestReactionMatrix.md – Part B Nord Old Ways – Shor,data,,,signals,UNVERIFIED
BC-0175,part_b_profile,Nord,Stuhn,"Part B profile for Stuhn must exist with approve: mercy_spare(C), keep_oath(S), protect_the_weak(S), uphold_law_justice(m); disapprove: kill_the_helpless(C), break_oath_betray(S).",BETA,PDV_QuestReactionMatrix.md – Part B Nord Old Ways – Stuhn,data,,,signals,UNVERIFIED
BC-0176,part_b_profile,Nord,Survey/status — Nord vampire scar note,"After a Nord cures vampirism, Survey Devotion and MCM Player page must show a visible scar/status note indicating prior vampire suppression even after cure restores commitment offer access",BETA,PDV_Architecture_v3.md §16.2 Phase 18B Nord-specific rule,runtime-status,Survey text branch for Nord + cured vampire (scar flag set) shows scar note; Phase 18 runtime matrix covers this case,,surfacing,UNVERIFIED
BC-0177,part_b_profile,Nord,Tsun,"Part B profile for Tsun must exist with approve: prove_by_struggle(C), kill_honorable_combat(S), protect_the_weak(m); disapprove: cowardice(C).",BETA,PDV_QuestReactionMatrix.md – Part B Nord Old Ways – Tsun,data,,,signals,UNVERIFIED
BC-0178,part_b_profile,Orc,Malacath,"Part B profile for Malacath must exist with approve: keep_oath(C), master_craft_forge(S), kill_honorable_combat(S), defend_kin_home(S), prove_by_struggle(m); disapprove: break_oath_betray(C), cowardice(S), deceit(m).",BETA,PDV_QuestReactionMatrix.md – Part B Orc – Malacath,data,,,signals,UNVERIFIED
BC-0179,part_b_profile,Orc,Trinimac (non-standard),Trinimac must NOT be implemented as a normal player-selectable Orc path in 4E 201; may be available as a rare exceptional ideological pressure or fringe alternative only; it is not a core Orc lane in 1.0.,FUTURE,PDV_RaceDesign_Orc.md — Trinimac (LOCKED as non-standard),data,,"This is a guardrail not to implement, not a BETA requirement to build",race-sheets,UNVERIFIED
BC-0180,part_b_profile,Redguard,Ash'abah social stigma content,Ash'abah social stigma (Redguard NPC reaction lines + status text conditioned on Ash'abah state) may ship as a light authored layer for 1.0 if custom dialogue is in scope; must NOT use service penalties; full dynamic social treatment is post-1.0.,FUTURE,PDV_RaceDesign_Redguard.md — Build-facing hook table / Ash'abah social stigma,source,,Weak vanilla feasibility; custom content required; deferred if not in scope,race-sheets,UNVERIFIED
BC-0181,part_b_profile,Redguard,HoonDing,"Part B profile for HoonDing must exist with approve: prove_by_struggle(C), defend_kin_home(S), kill_honorable_combat(m); disapprove: cowardice(S). Thin – rare/milestone only.",BETA,PDV_QuestReactionMatrix.md – Part B Redguard – HoonDing,data,,,signals,UNVERIFIED
BC-0182,part_b_profile,Redguard,Leki,"Part B profile for Leki must exist with approve: honorable_duel(C), kill_honorable_combat(S); disapprove: murder_treacherous(S), cowardice(m). Thin – carried by acts.",BETA,PDV_QuestReactionMatrix.md – Part B Redguard – Leki,data,,,signals,UNVERIFIED
BC-0183,part_b_profile,Redguard,Tu'whacca,"Part B profile for Tu'whacca must exist with approve: honor_the_dead(C), slay_undead(S), cure_undeath(m); disapprove: necromancy(C), desecrate_the_dead(S). Tu'whacca is Arkay-adjacent but NOT Arkay.",BETA,PDV_QuestReactionMatrix.md – Part B Redguard – Tu'whacca,data,,,signals,UNVERIFIED
BC-0184,name_resolution,Khajiit,Azura,Azura/Azurah name resolution: Khajiit players must encounter the name Azurah in Khajiit-relevant display text and per-race response framing to match cultural naming conventions.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Azura / Azurah'; PDV_DaedricContent_Manifest.md Section 7.1 'Azurah' framing note,data,Race manifest Khajiit Azurah section uses 'Azurah'; no Khajiit-facing message uses the non-Khajiit name form exclusively,,daedric,UNVERIFIED
BC-0185,name_resolution,Khajiit,Boethiah,Boethiah/Boethra name resolution: PDV_Msg_Daedric_Boethiah_Response_Khajiit must use the name 'Boethra' as the Khajiit cultural reading.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Boethiah / Boethra'; PDV_DaedricPrinceRecordContracts.json Boethiah Msg_Response_Khajiit,esp,MSG PDV_Msg_Daedric_Boethiah_Response_Khajiit body text contains 'Boethra',,daedric,UNVERIFIED
BC-0186,name_resolution,Khajiit,Mephala,Mephala/Mafala name resolution: PDV_Msg_Daedric_Mephala_Response_Khajiit must use the name 'Mafala' as the Khajiit cultural reading.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Mephala / Mafala'; PDV_DaedricContent_Manifest.md Section 7.2 Khajiit response note,esp,MSG PDV_Msg_Daedric_Mephala_Response_Khajiit body text contains 'Mafala',,daedric,UNVERIFIED
BC-0187,name_resolution,Khajiit,Namira,Namira/Namiira name resolution: PDV_Msg_Daedric_Namira_Response_Khajiit must use 'Namiira' as the Khajiit cultural reading.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Namira / Namiira',esp,MSG PDV_Msg_Daedric_Namira_Response_Khajiit body text contains 'Namiira',,daedric,UNVERIFIED
BC-0188,name_resolution,Khajiit,Sanguine,Sanguine/Sangiin name resolution: PDV_Msg_Daedric_Sanguine_Response_Khajiit must use 'Sangiin' as the Khajiit cultural reading.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Sanguine / Sangiin',esp,MSG PDV_Msg_Daedric_Sanguine_Response_Khajiit body text contains 'Sangiin',,daedric,UNVERIFIED
BC-0189,name_resolution,Orc,Malacath,Malacath/Mauloch name resolution: Orc-facing race manifest content must use 'Mauloch' as the Orcish name form; Daedric path per-race response for non-Orc races may use 'Malacath'.,BETA,PDV_DaedricRacePrinceMatrix.csv Prince column 'Malacath / Mauloch',data,Race manifest Orc Malacath section uses 'Mauloch'; non-Orc response rows use 'Malacath',,daedric,UNVERIFIED
BC-0190,stance,ALL,All 16 Daedric Princes,"Each Daedric Prince must have per-race response MessageBoxes (PDV_Msg_Daedric_<Prince>_Response_<Race>) for every non-native race, and native-integrated races must have an explicit no-row routing note pointing to the race manifest.",BETA,PDV_DaedricContent_Manifest.md Section 2 'Per-race response'; PDV_Daedric_DecisionPacket_CAT4.md D-18 items 8-9,esp,MSG PDV_Msg_Daedric_<Prince>_Response_<Race> present for all non-native races; native overrides for Dunmer Azura/Boethiah/Mephala; Khajiit Azura; Orc Malacath,,daedric,UNVERIFIED
BC-0191,stance,ALL,Clavicus Vile,Clavicus Vile price descriptions must keep the bargain-backlash cost visible; the path must be distinct from Sanguine (excess) and Nocturnal (shadow oath) despite temptation overlap.,BETA,PDV_DaedricContent_Manifest.md Section 7.9 'Clavicus Vile must keep the bargain price visible in the price descriptions',esp,SPEL PDV_Price_Daedric_Clavicus_* playerFacingText explicitly references bargain-backlash,,daedric,UNVERIFIED
BC-0192,stance,ALL,Peryite,"Peryite must be kept narrow and quest-anchored; per-race responses for all ten races must be authored at Foreign or Taboo (no race has Native/Legible) and framed around affliction/low-order submission, not broad cult.",BETA,PDV_DaedricRacePrinceMatrix.csv Peryite Notes 'Good example of a Prince likely kept narrow and quest-anchored'; all races Foreign/Taboo,esp,MSG PDV_Msg_Daedric_Peryite_Response_* all present for all 10 races; statesByRace all Foreign or Taboo; no Native entry,,daedric,UNVERIFIED
BC-0193,stance,ALL,Sheogorath,Sheogorath must be kept distinct from Sanguine and Rajhin/Baan Dar trickster energy; per-race responses must not conflate madness with benign tricksterism.,BETA,PDV_DaedricRacePrinceMatrix.csv Sheogorath Notes 'Keep distinct from Sanguine and Rajhin-style trickster energy',esp,MSG PDV_Msg_Daedric_Sheogorath_Response_* all present; none use trickster framing that overlaps Sanguine/Rajhin,,daedric,UNVERIFIED
BC-0194,stance,Altmer,Altmer Daedric Consort rule,"Consort with Daedra (accept a Daedric quest) must fire -25 ThalmørAlignment (breaks oldest Altmer religious law); at Low alignment (Heterodox 0-30), Daedra worship risks exposure; this is a ThalmorAlignment shift only, not a separate piety penalty.",BETA,PDV_RaceDesign_Altmer.md — ThalmørAlignment Track action table,source,,,race-sheets,UNVERIFIED
BC-0195,stance,Altmer,Boethiah,"Altmer-Boethiah hostility is load-bearing: PDV_Msg_Daedric_Boethiah_Response_Altmer must frame the path as severe rupture (Trinimac betrayer narrative), with exit difficulty 3 and stigmaMod 1.5.",BETA,PDV_DaedricRacePrinceMatrix.csv Boethiah notes 'Hostility for Altmer and Orc is load-bearing'; PDV_DaedricPrinceRecordContracts.json Boethiah statesByRace Altmer=Hostile,esp,MSG PDV_Msg_Daedric_Boethiah_Response_Altmer present; exitDifficultyByRace[Altmer]=3; stigmaModByRace[Altmer]=1.5,,daedric,UNVERIFIED
BC-0196,stance,Altmer,Hircine,"Altmer-Hircine must be framed as Hostile ('beast regression opposes Apotheosis, almost no positive lane; cure only'); no positive route exists for Altmer on the Hircine path.",BETA,PDV_DaedricRacePrinceMatrix.csv Hircine Altmer='Hostile',esp,MSG PDV_Msg_Daedric_Hircine_Response_Altmer present; statesByRace[Altmer]=Hostile; text references Apotheosis opposition,,daedric,UNVERIFIED
