effectId,familyId,lane,class,origin,wired,record,status,detail
PDV_Bless_Daedric_Vaermina_Champion,Daedric-Vaermina|boon,Daedric-Vaermina,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vaermina_Seeker,Daedric-Vaermina|price,Daedric-Vaermina,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vaermina_Devoted,Daedric-Vaermina|price,Daedric-Vaermina,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vaermina_Champion,Daedric-Vaermina|price,Daedric-Vaermina,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Meridia_Seeker,Daedric-Meridia|boon,Daedric-Meridia,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Meridia_Devoted,Daedric-Meridia|boon,Daedric-Meridia,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Meridia_Champion,Daedric-Meridia|boon,Daedric-Meridia,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Meridia_Seeker,Daedric-Meridia|price,Daedric-Meridia,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Meridia_Devoted,Daedric-Meridia|price,Daedric-Meridia,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Meridia_Champion,Daedric-Meridia|price,Daedric-Meridia,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Molag_Seeker,Daedric-MolagBal|boon,Daedric-MolagBal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Molag_Devoted,Daedric-MolagBal|boon,Daedric-MolagBal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Molag_Champion,Daedric-MolagBal|boon,Daedric-MolagBal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Molag_Seeker,Daedric-MolagBal|price,Daedric-MolagBal,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Molag_Devoted,Daedric-MolagBal|price,Daedric-MolagBal,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Molag_Champion,Daedric-MolagBal|price,Daedric-MolagBal,price,prince-contract,PASS,PASS,PASS,""
curse-access:MolagBal,Daedric-MolagBal|curse,Daedric-MolagBal,curse,prince-contract-curse,PASS,N/A,PASS,""
PDV_Bless_Daedric_Mephala_Seeker,Daedric-Mephala|boon,Daedric-Mephala,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Mephala_Devoted,Daedric-Mephala|boon,Daedric-Mephala,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Mephala_Champion,Daedric-Mephala|boon,Daedric-Mephala,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mephala_Seeker,Daedric-Mephala|price,Daedric-Mephala,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mephala_Devoted,Daedric-Mephala|price,Daedric-Mephala,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mephala_Champion,Daedric-Mephala|price,Daedric-Mephala,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Malacath_Seeker,Daedric-Malacath|boon,Daedric-Malacath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Malacath_Devoted,Daedric-Malacath|boon,Daedric-Malacath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Malacath_Champion,Daedric-Malacath|boon,Daedric-Malacath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Malacath_Seeker,Daedric-Malacath|price,Daedric-Malacath,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Malacath_Devoted,Daedric-Malacath|price,Daedric-Malacath,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Malacath_Champion,Daedric-Malacath|price,Daedric-Malacath,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Dagon_Seeker,Daedric-MehrunesDagon|boon,Daedric-MehrunesDagon,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Dagon_Devoted,Daedric-MehrunesDagon|boon,Daedric-MehrunesDagon,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Dagon_Champion,Daedric-MehrunesDagon|boon,Daedric-MehrunesDagon,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Dagon_Seeker,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Dagon_Devoted,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Dagon_Champion,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sheo_Seeker,Daedric-Sheogorath|boon,Daedric-Sheogorath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sheo_Devoted,Daedric-Sheogorath|boon,Daedric-Sheogorath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sheo_Champion,Daedric-Sheogorath|boon,Daedric-Sheogorath,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sheo_Seeker,Daedric-Sheogorath|price,Daedric-Sheogorath,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sheo_Devoted,Daedric-Sheogorath|price,Daedric-Sheogorath,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sheo_Champion,Daedric-Sheogorath|price,Daedric-Sheogorath,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Namira_Seeker,Daedric-Namira|boon,Daedric-Namira,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Namira_Devoted,Daedric-Namira|boon,Daedric-Namira,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Namira_Champion,Daedric-Namira|boon,Daedric-Namira,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Namira_Seeker,Daedric-Namira|price,Daedric-Namira,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Namira_Devoted,Daedric-Namira|price,Daedric-Namira,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Namira_Champion,Daedric-Namira|price,Daedric-Namira,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sanguine_Seeker,Daedric-Sanguine|boon,Daedric-Sanguine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sanguine_Devoted,Daedric-Sanguine|boon,Daedric-Sanguine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Sanguine_Champion,Daedric-Sanguine|boon,Daedric-Sanguine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sanguine_Seeker,Daedric-Sanguine|price,Daedric-Sanguine,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sanguine_Devoted,Daedric-Sanguine|price,Daedric-Sanguine,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Sanguine_Champion,Daedric-Sanguine|price,Daedric-Sanguine,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Vile_Seeker,Daedric-ClavicusVile|boon,Daedric-ClavicusVile,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Vile_Devoted,Daedric-ClavicusVile|boon,Daedric-ClavicusVile,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Vile_Champion,Daedric-ClavicusVile|boon,Daedric-ClavicusVile,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vile_Seeker,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vile_Devoted,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Vile_Champion,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Mora_Seeker,Daedric-HermaeusMora|boon,Daedric-HermaeusMora,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Mora_Devoted,Daedric-HermaeusMora|boon,Daedric-HermaeusMora,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Mora_Champion,Daedric-HermaeusMora|boon,Daedric-HermaeusMora,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mora_Seeker,Daedric-HermaeusMora|price,Daedric-HermaeusMora,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mora_Devoted,Daedric-HermaeusMora|price,Daedric-HermaeusMora,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Mora_Champion,Daedric-HermaeusMora|price,Daedric-HermaeusMora,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Nocturnal_Seeker,Daedric-Nocturnal|boon,Daedric-Nocturnal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Nocturnal_Devoted,Daedric-Nocturnal|boon,Daedric-Nocturnal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Nocturnal_Champion,Daedric-Nocturnal|boon,Daedric-Nocturnal,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Nocturnal_Seeker,Daedric-Nocturnal|price,Daedric-Nocturnal,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Nocturnal_Devoted,Daedric-Nocturnal|price,Daedric-Nocturnal,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Nocturnal_Champion,Daedric-Nocturnal|price,Daedric-Nocturnal,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Peryite_Seeker,Daedric-Peryite|boon,Daedric-Peryite,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Peryite_Devoted,Daedric-Peryite|boon,Daedric-Peryite,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Peryite_Champion,Daedric-Peryite|boon,Daedric-Peryite,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Peryite_Seeker,Daedric-Peryite|price,Daedric-Peryite,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Peryite_Devoted,Daedric-Peryite|price,Daedric-Peryite,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Peryite_Champion,Daedric-Peryite|price,Daedric-Peryite,price,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Hircine_Seeker,Daedric-Hircine|boon,Daedric-Hircine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Hircine_Devoted,Daedric-Hircine|boon,Daedric-Hircine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Bless_Daedric_Hircine_Champion,Daedric-Hircine|boon,Daedric-Hircine,boon,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Hircine_Seeker,Daedric-Hircine|price,Daedric-Hircine,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Hircine_Devoted,Daedric-Hircine|price,Daedric-Hircine,price,prince-contract,PASS,PASS,PASS,""
PDV_Price_Daedric_Hircine_Champion,Daedric-Hircine|price,Daedric-Hircine,price,prince-contract,PASS,PASS,PASS,""
curse-access:Hircine,Daedric-Hircine|curse,Daedric-Hircine,curse,prince-contract-curse,PASS,N/A,PASS,""
csv:kyne:1,Kyne|price,Kyne,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:akatosh:302,Akatosh|price,Akatosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:akatosh:365,Akatosh|price,Akatosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Arkay:365,Arkay|price,Arkay,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Arkay:304,Arkay|price,Arkay,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:304,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:364,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:304,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:364,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:368,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Zenithar:362,Zenithar|price,Zenithar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Zenithar:360,Zenithar|price,Zenithar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Zenithar:361,Zenithar|price,Zenithar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Dibella:304,Dibella|price,Dibella,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Kynareth:365,Kynareth|price,Kynareth,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Talos:304,Talos|price,Talos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Shor:304,Shor|price,Shor,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Shor:365,Shor|price,Shor,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tsun:304,Tsun|price,Tsun,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tsun:365,Tsun|price,Tsun,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stuhn:304,Stuhn|price,Stuhn,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stuhn:365,Stuhn|price,Stuhn,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:auri-el:304,Auriel|price,Auriel,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:auri-el:368,Auriel|price,Auriel,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:xarxes:368,Xarxes|price,Xarxes,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:368,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:304,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:365,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:365,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:330,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Z'en:362,Zen|price,Zen,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Baan Dar:304,BaanDar|price,BaanDar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:khenarthi:365,Khenarthi|price,Khenarthi,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:rajhin:304,Rajhin|price,Rajhin,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:rajhin:364,Rajhin|price,Rajhin,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:alkosh:304,Alkosh|price,Alkosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:alkosh:364,Alkosh|price,Alkosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:azurah:304,Azurah|price,Azurah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Boethiah:350,Boethiah|price,Boethiah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:The Hist:304,TheHist|price,TheHist,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:The Hist:365,TheHist|price,TheHist,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:365,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:315,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:350,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Malacath:362,Malacath|price,Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Malacath:364,Malacath|price,Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tu'whacca:365,Tuwhacca|price,Tuwhacca,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tu'whacca:304,Tuwhacca|price,Tuwhacca,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Leki:304,Leki|price,Leki,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Leki:362,Leki|price,Leki,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:HoonDing:304,HoonDing|price,HoonDing,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:364,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Z'en:360,Zen|price,Zen,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:alkosh:361,Alkosh|price,Alkosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:kyne:304,Kyne|price,Kyne,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:akatosh:304,Akatosh|price,Akatosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:akatosh:368,Akatosh|price,Akatosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Arkay:364,Arkay|price,Arkay,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Arkay:368,Arkay|price,Arkay,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:365,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:362,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:365,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:362,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:361,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Zenithar:304,Zenithar|price,Zenithar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Zenithar:368,Zenithar|price,Zenithar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Julianos:304,Julianos|price,Julianos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Julianos:362,Julianos|price,Julianos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Julianos:364,Julianos|price,Julianos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Julianos:361,Julianos|price,Julianos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Dibella:364,Dibella|price,Dibella,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Dibella:365,Dibella|price,Dibella,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Kynareth:304,Kynareth|price,Kynareth,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Kynareth:368,Kynareth|price,Kynareth,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Talos:362,Talos|price,Talos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Talos:364,Talos|price,Talos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Shor:364,Shor|price,Shor,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Shor:362,Shor|price,Shor,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tsun:364,Tsun|price,Tsun,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tsun:368,Tsun|price,Tsun,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stuhn:362,Stuhn|price,Stuhn,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stuhn:360,Stuhn|price,Stuhn,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:auri-el:365,Auriel|price,Auriel,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:auri-el:364,Auriel|price,Auriel,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:magnus:365,Magnus|price,Magnus,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:magnus:368,Magnus|price,Magnus,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:xarxes:365,Xarxes|price,Xarxes,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:xarxes:304,Xarxes|price,Xarxes,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:362,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:364,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:331,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Baan Dar:330,BaanDar|price,BaanDar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:khenarthi:304,Khenarthi|price,Khenarthi,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:rajhin:315,Rajhin|price,Rajhin,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:alkosh:365,Alkosh|price,Alkosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:alkosh:368,Alkosh|price,Alkosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:azurah:365,Azurah|price,Azurah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:azurah:364,Azurah|price,Azurah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Boethiah:315,Boethiah|price,Boethiah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Boethiah:333,Boethiah|price,Boethiah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mephala:2,Mephala|price,Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mephala:350,Mephala|price,Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mephala:313,Mephala|price,Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:The Hist:364,TheHist|price,TheHist,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:The Hist:331,TheHist|price,TheHist,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:330,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:331,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Malacath:304,Malacath|price,Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Malacath:315,Malacath|price,Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tu'whacca:368,Tuwhacca|price,Tuwhacca,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Leki:364,Leki|price,Leki,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:HoonDing:315,HoonDing|price,HoonDing,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:HoonDing:365,HoonDing|price,HoonDing,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Z'en:304,Zen|price,Zen,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Z'en:364,Zen|price,Zen,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:magnus:365:origin:2,Magnus|price,Magnus,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:362:origin:2,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:331:origin:2,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:365:origin:2,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Y'ffre:364:origin:2,Yffre|price,Yffre,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:akatosh:362:origin:2,Akatosh|price,Akatosh,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:368:origin:3,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:trinimac:304:origin:3,Trinimac|price,Trinimac,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:rajhin:304:origin:6,Rajhin|price,Rajhin,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:sithis:351:origin:7,Sithis|price,Sithis,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Arkay:366,Arkay|price,Arkay,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Stendarr:366,Stendarr|price,Stendarr,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Mara:366,Mara|price,Mara,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:kyne:366,Kyne|price,Kyne,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:kyne:365,Kyne|price,Kyne,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:kyne:303,Kyne|price,Kyne,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Kynareth:303,Kynareth|price,Kynareth,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Kynareth:366,Kynareth|price,Kynareth,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Talos:366,Talos|price,Talos,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Tu'whacca:366,Tuwhacca|price,Tuwhacca,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:auri-el:366,Auriel|price,Auriel,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Dibella:366,Dibella|price,Dibella,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:khenarthi:366,Khenarthi|price,Khenarthi,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:azurah:366,Azurah|price,Azurah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:magnus:366,Magnus|price,Magnus,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:HoonDing:366,HoonDing|price,HoonDing,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:rajhin:366,Rajhin|price,Rajhin,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Leki:360,Leki|price,Leki,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Baan Dar:351,BaanDar|price,BaanDar,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mehrunes Dagon:350,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Hircine:350,Daedric-Hircine|price,Daedric-Hircine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Meridia:365,Daedric-Meridia|price,Daedric-Meridia,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Molag Bal:350,Daedric-MolagBal|price,Daedric-MolagBal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Namira:300,Daedric-Namira|price,Daedric-Namira,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Namira:350,Daedric-Namira|price,Daedric-Namira,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Peryite:350,Daedric-Peryite|price,Daedric-Peryite,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sanguine:315,Daedric-Sanguine|price,Daedric-Sanguine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sheogorath:315,Daedric-Sheogorath|price,Daedric-Sheogorath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Vaermina:350,Daedric-Vaermina|price,Daedric-Vaermina,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Clavicus Vile:362,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mehrunes Dagon:330,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Hircine:315,Daedric-Hircine|price,Daedric-Hircine,price,likes-dislikes-csv,PASS,N/A,PASS,""
